主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
总体,暑期国内旅游人数(6-8月),18.39,亿人次,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,监测口径为6-8月,62,官方总量,无(水平值),7.1-8.31,水平值,2023-09-06,
总体,暑期国内旅游收入(6-8月),1.21,万亿元,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,,62,官方总量,无(水平值),7.1-8.31,水平值,2023-09-06,
总体,暑期出游人数占全年国内旅游比重,28.1,%,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,,62,官方总量,无(水平值),7.1-8.31,水平值,2023-09-06,
总体,暑期旅游收入占全年国内旅游收入比重,28.7,%,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,,62,官方总量,无(水平值),7.1-8.31,水平值,2023-09-06,
总体,暑期进港机票均价同比涨幅,14.17,%,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,,62,官方总量,同比,7.1-8.31,水平值,2023-09-06,
总体,暑期酒店客房均价同比涨幅,46.88,%,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,,62,官方总量,同比,7.1-8.31,水平值,2023-09-06,
总体,暑期景区门票均价同比涨幅,4.63,%,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,,62,官方总量,同比,7.1-8.31,水平值,2023-09-06,
总体,跨省出游前六省(京冀豫苏鲁皖)占比,35.78,%,中国旅游研究院,《2023年暑期旅游市场监测报告》,2023-09-04,A,https://www.mct.gov.cn/whzx/zsdw/zglyyjy/202309/t20230904_947007.html,,62,官方总量,无(水平值),7.1-8.31,水平值,2023-09-06,
游客画像,暑期机票订单中亲子游较2019同期增幅,56,%,携程,《2023年暑期出游市场报告》,2023-08-30,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-08/30/content_109762579.shtml,,62,平台自披露,较2019,7.1-8.31,水平值,2023-09-06,
游客画像,"同程平台""研学""搜索热度环比涨幅(7月)",203,%,同程旅行,暑期旅游趋势报告,2023-07-13,C,http://finance.chinadevelopment.com.cn/hy/wy/2023/07/1848750.shtml,,62,平台自披露,环比,7.1-8.31,水平值,2023-09-06,
游客画像,"同程平台""亲子""搜索热度环比涨幅",162,%,同程旅行,暑期旅游趋势报告,2023-07-13,C,http://finance.chinadevelopment.com.cn/hy/wy/2023/07/1848750.shtml,,62,平台自披露,环比,7.1-8.31,水平值,2023-09-06,
游客画像,"同程平台""音乐节""搜索热度环比涨幅(6-7月)",460,%,同程旅行,暑期旅游趋势报告,2023-07-13,C,http://finance.chinadevelopment.com.cn/hy/wy/2023/07/1848750.shtml,,62,平台自披露,环比,7.1-8.31,水平值,2023-09-06,
游客画像,同程平台避暑目的地(威海青岛呼伦贝尔等)热度环比涨幅,200,%,同程旅行,暑期旅游趋势报告,2023-07-13,C,http://finance.chinadevelopment.com.cn/hy/wy/2023/07/1848750.shtml,,62,平台自披露,环比,7.1-8.31,水平值,2023-09-06,
景区,黄山风景区暑期(7-8月)进山游客,108,万人,黄山风景区管委会,黄山风景区暑期接待量再创新高,2023-08,A,https://m.thepaper.cn/newsDetail_forward_24492419,创历史同期新高,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
景区,黄山风景区暑期游客同比增幅,82.9,%,黄山风景区管委会,黄山风景区暑期接待量再创新高,2023-08,A,https://m.thepaper.cn/newsDetail_forward_24492419,,62,待核,同比,7.1-8.31,水平值,2023-09-06,
景区,黄山风景区暑期游客较2019增幅,32.4,%,黄山风景区管委会,黄山风景区暑期接待量再创新高,2023-08,A,https://m.thepaper.cn/newsDetail_forward_24492419,,62,待核,较2019,7.1-8.31,水平值,2023-09-06,
景区,黄山市前7个月接待游客,4415.69,万人次,黄山市文化和旅游局,暑期旅游热黄山还缺点啥,2023-09-06,A,https://www.xxrb.com.cn/html/2023/lvyou_0906/33094.html,超2019同期,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
景区,黄山市前7个月旅游总收入,404.11,亿元,黄山市文化和旅游局,暑期旅游热黄山还缺点啥,2023-09-06,A,https://www.xxrb.com.cn/html/2023/lvyou_0906/33094.html,,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
景区,黄山等3家5A景区8.1-26接待游客,121.30,万人,黄山市文化和旅游局,暑期旅游热黄山还缺点啥,2023-09-06,A,https://www.xxrb.com.cn/html/2023/lvyou_0906/33094.html,,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
景区,黄山等3家5A景区8.1-26门票收入,9985.77,万元,黄山市文化和旅游局,暑期旅游热黄山还缺点啥,2023-09-06,A,https://www.xxrb.com.cn/html/2023/lvyou_0906/33094.html,,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
景区,抖音暑期旅游打卡数,4,亿次,抖音生活服务,2023暑期文旅数据报告,2023-08-29,C,https://www.xxrb.com.cn/html/2023/lvyou_0906/33094.html,引用抖音数据,62,平台自披露,无(水平值),7.1-8.31,水平值,2023-09-06,
景区,抖音暑期旅游内容搜索量同比增幅,147,%,抖音生活服务,2023暑期文旅数据报告,2023-08-29,C,https://www.xxrb.com.cn/html/2023/lvyou_0906/33094.html,,62,平台自披露,同比,7.1-8.31,水平值,2023-09-06,
景区,携程国内景区门票预订恢复至2019比例,315,%,携程,《2023年暑期出游市场报告》,2023-08-30,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-08/30/content_109762579.shtml,,62,平台自披露,无(水平值),7.1-8.31,水平值,2023-09-06,
景区,携程博物馆类景区门票预订同比增幅,200,%,携程,《2023年暑期出游市场报告》,2023-08-30,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-08/30/content_109762579.shtml,,62,平台自披露,同比,7.1-8.31,水平值,2023-09-06,
酒店,北京暑期酒店均价较2019增幅,51,%,携程,北京商报/携程数据,2023-07-09,C,https://www.toutiao.com/article/7266982163156189753/,,62,平台自披露,较2019,7.1-8.31,水平值,2023-09-06,
酒店,华住中国Q2 RevPAR,250,元,华住集团,2023年半年报,2023-09,C,https://ep.ycwb.com/epaper/ycwb/html/2023-09/06/content_9_598282.htm,同比+77.3%,62,待核,同比,7.1-8.31,增长率,2023-09-06,
酒店,华住中国Q2 RevPAR同比增幅,77.3,%,华住集团,2023年半年报,2023-09,C,https://ep.ycwb.com/epaper/ycwb/html/2023-09/06/content_9_598282.htm,,62,待核,同比,7.1-8.31,水平值,2023-09-06,
酒店,华住中国Q2入住率,81.8,%,华住集团,2023年半年报,2023-09,C,https://ep.ycwb.com/epaper/ycwb/html/2023-09/06/content_9_598282.htm,同比+17.2个百分点,62,待核,同比,7.1-8.31,增长率,2023-09-06,
酒店,北京暑期整体入住率(STR截至8.19),83,%,STR/新浪研究院,社会服务行业研究,2023-09,C,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/748867315127/index.phtml,一线市场,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
酒店,一线市场北京暑期RevPAR涨幅,51,%,STR/新浪研究院,社会服务行业研究,2023-09,C,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/748867315127/index.phtml,,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
酒店,美团亲子游酒店预订较2019增幅,150,%,美团,中国政府网/美团文旅研究院,2023-09,C,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202309/content_6902336.htm,,62,平台自披露,较2019,7.1-8.31,水平值,2023-09-06,
酒店,美团儿童餐团购订单同比增幅,400,%,美团,中国政府网/美团文旅研究院,2023-09,C,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202309/content_6902336.htm,,62,平台自披露,同比,7.1-8.31,水平值,2023-09-06,
平台,携程暑期高铁游订单环比增幅(截至8.23),51,%,携程,《2023年暑期出游市场报告》,2023-08-30,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-08/30/content_109762579.shtml,,62,平台自披露,环比,7.1-8.31,水平值,2023-09-06,
平台,携程国内单程含税机票均价,1085,元,携程,《2023年暑期出游市场报告》,2023-08-30,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-08/30/content_109762579.shtml,,62,平台自披露,无(水平值),7.1-8.31,水平值,2023-09-06,
平台,携程出境跟团订单环比增幅,60,%,携程,《2023年暑期出游市场报告》,2023-08-30,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-08/30/content_109762579.shtml,近六成；亲子家庭占52%,62,平台自披露,环比,7.1-8.31,水平值,2023-09-06,
平台,携程出境机票均价同比降幅,66,%,携程,《2023年暑期出游市场报告》,2023-08-30,C,https://big5.china.com.cn/gate/big5/travel.china.com.cn/txt/2023-08/30/content_109762579.shtml,高于2019同期15%,62,平台自披露,同比,7.1-8.31,水平值,2023-09-06,
平台,飞猪出境旅游商品成交额同比增幅,800,%,飞猪,南方+/搜狐报道,2023-09-01,C,https://static.nfapp.southcn.com/content/202309/01/c8053575.html?enterColumnId=13707,翻8倍以上,62,平台自披露,同比,7.1-8.31,增长率,2023-09-06,
平台,飞猪国际机票暑期预订量同比增幅,1200,%,飞猪,南方+/搜狐报道,2023-09-01,C,https://static.nfapp.southcn.com/content/202309/01/c8053575.html?enterColumnId=13707,增长12倍,62,平台自披露,同比,7.1-8.31,增长率,2023-09-06,
平台,同程工厂游产品预订热度同比增幅,36,%,同程旅行,中国旅游网/同程报告,2023,C,http://www.cntour.cn,,62,平台自披露,同比,7.1-8.31,水平值,2023-09-06,
平台,途牛高端出境(南北极邮轮)预订超2019同期,是,定性,途牛,南方+报道,2023-09-01,C,https://static.nfapp.southcn.com/content/202309/01/c8053575.html?enterColumnId=13707,,62,平台自披露,无(水平值),7.1-8.31,水平值,2023-09-06,
交通,铁路暑运(7.1-8.31)发送旅客,8.3,亿人次,国铁集团,中国政府网/国铁集团,2023-09,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202309/content_6901568.htm,创历史同期新高；单日最高1569万,62,官方营业性(不含自驾),无(水平值),7.1-8.31,水平值,2023-09-06,
交通,铁路暑运单日最高发送旅客,1569,万人次,国铁集团,中国政府网/国铁集团,2023-09,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202309/content_6901568.htm,,62,官方营业性(不含自驾),无(水平值),7.1-8.31,水平值,2023-09-06,
交通,民航暑运(7.1-8.31)运输旅客,1.3,亿人次,民航局,民航局数据,2023-09-02,A,https://www.caac.gov.cn/big5/www.caac.gov.cn/XWZX/MHYW/202309/t20230902_221250.html,较2019+7.4%,62,官方营业性(不含自驾),较2019,7.1-8.31,增长率,2023-09-06,
交通,民航暑运较2019同期增幅,7.4,%,民航局,民航局数据,2023-09-02,A,https://www.caac.gov.cn/big5/www.caac.gov.cn/XWZX/MHYW/202309/t20230902_221250.html,,62,官方营业性(不含自驾),较2019,7.1-8.31,水平值,2023-09-06,
交通,民航7月旅客运输量,6242.8,万人次,民航局,新华网/民航局,2023-08,A,https://www.toutiao.com/article/7276228937485713931/,较2019+5.3%，创月度新高,62,官方营业性(不含自驾),较2019,7.1-8.31,增长率,2023-09-06,
交通,民航7月旅客运输量较2019增幅,5.3,%,民航局,新华网/民航局,2023-08,A,https://www.toutiao.com/article/7276228937485713931/,,62,官方营业性(不含自驾),较2019,7.1-8.31,水平值,2023-09-06,
交通,民航8月旅客运输量,6396.4,万人次,民航局,新华网/民航局,2023-09,A,https://www.toutiao.com/article/7276228937485713931/,同比+98.0%，较2019+4.5%,62,官方营业性(不含自驾),较2019,7.1-8.31,增长率,2023-09-06,
交通,民航8月旅客运输量较2019增幅,4.5,%,民航局,新华网/民航局,2023-09,A,https://www.toutiao.com/article/7276228937485713931/,,62,官方营业性(不含自驾),较2019,7.1-8.31,水平值,2023-09-06,
交通,全国水路暑运发送旅客,6251.23,万人次,交通运输部海事局,中国水运网,2023-09-01,A,https://www.zgsyb.com/news.html?aid=662708,同比+76.33%,62,官方营业性(不含自驾),同比,7.1-8.31,增长率,2023-09-06,
政策宏观,文旅部2023文旅消费促进活动覆盖期,3-12月,月,文化和旅游部,《关于组织开展2023年文化和旅游消费促进活动的通知》,2023-04-13,A,https://dzswgf.mofcom.gov.cn/news/43/2023/4/1681367395569.html,"暑期""中国之夜""消费季",62,官方总量,无(水平值),7.1-8.31,水平值,2023-09-06,
政策宏观,国务院恢复和扩大消费措施条数,20,条,国务院办公厅/发改委,《关于恢复和扩大消费的措施》,2023-07-31,A,https://www.news.cn/politics/2023-07/31/c_1129778224.htm,六方面20条,62,待核,无(水平值),7.1-8.31,水平值,2023-09-06,
