检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2023 端午 文旅部,2026-08-28-R1,国内旅游出游人次 = 1.06亿人次,文化和旅游部,2023年端午节假期文化和旅游市场情况,2023,http://www.mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,文旅部数据中心综合测算：端午假期全国国内旅游出游1.06亿人次，同比+32.3%，恢复至2019年112.8%,snapshots/文化和旅游部_国内旅游出游人次.html,L1,入库L1,R1,否
2023 端午 旅游收入,2026-08-28-R1,国内旅游收入 = 373.10亿元,文化和旅游部,2023年端午节假期文化和旅游市场情况,2023,http://www.mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,端午假期实现国内旅游收入373.10亿元，同比+44.5%，恢复至2019年94.9%,snapshots/文化和旅游部_国内旅游收入.html,L1,入库L1,R1,否
2023 端午 夜间文旅,2026-08-28-R1,国家级夜间文旅消费集聚区客流量 = 3625.3万人次,文化和旅游部,2023年端午节假期文化和旅游市场情况,2023,http://www.mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,243个国家级夜间文旅消费集聚区端午期间夜间客流量3625.3万人次，平均每夜4.97万人次，较2022年+38.8%,snapshots/文化和旅游部_国家级夜间文旅消费集聚区客流量.html,L1,入库L1,R1,否
2023 端午 发送旅客,2026-08-28-R1,端午假期全国发送旅客 = 14047万人次,交通运输部,2023年端午假期交通运输数据,2023,https://m.gmw.cn/2023-06/24/content_1303417034.htm,6月22-24日全国铁路、公路、水路、民航预计共发送旅客14047万人次,snapshots/交通运输部_端午假期全国发送旅客.html,L1,入库L1,R1,否
2023 端午 铁路,2026-08-28-R1,铁路端午运输累计发送旅客 = 7037.9万人次,国铁集团,2023年铁路端午小长假运输数据,2023,http://finance.people.com.cn/n1/2023/0627/c1004-40022001.html,为期5天铁路端午运输累计发送旅客7037.9万人次，较2019年+714.1万人次、+11.3%,snapshots/国铁集团_铁路端午运输累计发送旅客.html,L1,入库L1,R1,否
2023 端午 铁路,2026-08-28-R1,端午三天铁路发送旅客 = 4326万人次,交通运输部,2023年端午假期交通运输数据,2023,https://companies.caixin.com/2023-06-25/102068933.html?originReferrer=doubao,端午三天铁路预计发送旅客4326万人次，比2019年+12.8%，比2022年+150.2%,snapshots/交通运输部_端午三天铁路发送旅客.html,L1,入库L1,R1,否
2023 端午 民航,2026-08-28-R1,端午假期民航发送旅客 = 534万人次,民航局,2023年端午假期民航运输数据,2023,https://companies.caixin.com/2023-06-25/102068933.html?originReferrer=doubao,端午三天民航发送旅客534万人次，比2019年+3.0%，比2022年+287%,snapshots/民航局_端午假期民航发送旅客.html,L1,入库L1,R1,否
2023 端午 高速,2026-08-28-R1,全国高速公路总流量 = 1.17亿辆次,交通运输部,2023年端午假期交通运输数据,2023,https://img.star-elink.com/Hangyebaogao/jiaotong/20230625-%E4%B8%9C%E6%96%B9%E8%AF%81%E5%88%B8-%E4%BA%A4%E9%80%9A%E8%BF%90%E8%BE%93%E8%A1%8C%E4%B8%9A%E5%91%A8%E8%81%9A%E7%84%A6_%E7%AB%AF%E5%8D%88%E5%87%BA%E8%A1%8C%E8%A1%A8%E7%8E%B0%E7%AA%81%E5%87%BA_%E6%9A%91%E8%BF%90%E6%97%BA%E5%AD%A3%E5%8F%AF%E6%9C%9F_22%E9%A1%B5_1017kb.pdf,全国高速公路预计总流量1.17亿辆，日均3900万辆,未存-HTTPError,L1,入库L1-快照未存,R1,否
2023 端午 商务部 粽子,2026-08-28-R1,重点监测企业粽子销售额增速 = 64.3%,商务部,端午假期消费市场监测数据,2023,https://www.gov.cn/yaowen/liebiao/202306/content_6888313.htm,商务大数据监测：端午假期重点监测企业粽子销售额同比+64.3%，金银珠宝+13.6%、体育用品+3.4%,snapshots/商务部_重点监测企业粽子销售额增速.html,L1,入库L1,R1,否
2023 端午 北京 餐饮,2026-08-28-R1,北京监测餐饮企业营业额增速 = 88.2%,北京市商务局,北京2023年端午假期消费市场数据,2023,http://www.ce.cn/cysc/sp/bwzg/202306/26/t20230626_38603899.shtml,北京假日期间监测餐饮企业营业额同比+88.2%，稻香村客流量近5000人次,snapshots/北京市商务局_北京监测餐饮企业营业额增速.html,L1,入库L1,R1,否
