主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
总体,云南接待游客,1.98,亿人次,云南省文化和旅游厅,2025暑期云南文旅数据,2025-09-16,A,https://m.kunming.cn/news/c/2025-09-16/13978934.shtml,同比+20.8%,62,待核,同比,7.1-8.31,增长率,2025-09-16,
总体,云南旅游总花费,3319.28,亿元,云南省文化和旅游厅,2025暑期云南文旅数据,2025-09-16,A,https://m.kunming.cn/news/c/2025-09-16/13978934.shtml,同比+21.4%,62,待核,同比,7.1-8.31,增长率,2025-09-16,
交通,铁路暑运发送旅客,9.43,亿人次,国家铁路集团,2025铁路暑运数据,2025-09-02,A,http://www.china-railway.com.cn/xwzx/ywsl/202509/t20250902_148251.html,同比+4.7%,62,官方跨区域(含自驾),同比,7.1-8.31,增长率,2025-09-16,
交通,铁路发送外籍旅客,348.4,万人次,国家铁路集团,2025铁路暑运数据,2025-09-02,A,http://www.china-railway.com.cn/xwzx/ywsl/202509/t20250902_148251.html,同比+23.9%,62,官方跨区域(含自驾),同比,7.1-8.31,增长率,2025-09-16,
交通,铁路开行旅游列车,579,列,国家铁路集团,2025铁路暑运数据,2025-09-02,A,http://www.china-railway.com.cn/xwzx/ywsl/202509/t20250902_148251.html,同比+31%,62,官方跨区域(含自驾),同比,7.1-8.31,增长率,2025-09-16,
交通,民航暑运旅客运输量,1.47,亿人次,民航局,2025民航暑运数据,2025-08-31,A,https://news.cctv.com/2025/08/31/ARTICmr2usAT5vGKUeex0qlg250831.shtml,同比+3.6%,62,官方跨区域(含自驾),同比,7.1-8.31,增长率,2025-09-16,
交通,民航平均客座率,84.8,%,民航局（中国经济网转引）,2025民航暑运数据,2025-09-03,A,https://finance.ce.cn/stock/gsgdbd/202509/t20250903_2462755.shtml,同比+2.2个百分点,62,官方跨区域(含自驾),同比,7.1-8.31,增长率,2025-09-16,
交通,暑运跨区域人员流动量,116.97,亿人次,交通运输部,2025暑运数据,2025-09-02,A,https://china.cnr.cn/news/20250902/t20250902_527349992.shtml,同比+7%,62,官方跨区域(含自驾),同比,7.1-8.31,增长率,2025-09-16,
酒店,华住暑期接待旅客,2300,万人次,华住集团,2025暑期酒店数据,2025-07-28,C,https://www.zgcsb.com/news/pinDao/2025-07/28/a_608539.html,同比+24%,62,待核,同比,7.1-8.31,增长率,2025-09-16,
酒店,华住入住率,84,%,华住集团,2025暑期酒店数据,2025-07-28,C,https://www.zgcsb.com/news/pinDao/2025-07/28/a_608539.html,,62,待核,无(水平值),7.1-8.31,水平值,2025-09-16,
酒店,华住入境客源同比,+51,%,华住集团,2025暑期酒店数据,2025-07-28,C,https://www.zgcsb.com/news/pinDao/2025-07/28/a_608539.html,,62,待核,同比,7.1-8.31,水平值,2025-09-16,
平台,美团租车订单同比,+168,%,美团,2025暑期旅游报告,2025-09-05,C,https://jl.people.com.cn/n2/2025/0905/c349771-41342451.html,,62,平台自披露,同比,7.1-8.31,水平值,2025-09-16,
平台,途牛亲子游占比,42,%,途牛,2025暑期旅游报告,2025-09-05,C,https://jl.people.com.cn/n2/2025/0905/c349771-41342451.html,亲子游占整体,62,平台自披露,无(水平值),7.1-8.31,水平值,2025-09-16,
平台,航班管家全民航客运量,1.5,亿人次,航班管家,2025暑期民航报告,2025-09-05,C,https://jl.people.com.cn/n2/2025/0905/c349771-41342451.html,创历史新高（与民航局1.47亿口径相近）,62,待核,无(水平值),7.1-8.31,水平值,2025-09-16,
平台,飞猪古镇订单,约+100,%,飞猪,2025暑期旅游报告,2025-09-05,C,https://jl.people.com.cn/n2/2025/0905/c349771-41342451.html,表述为“翻倍”,62,平台自披露,无(水平值),7.1-8.31,增长率,2025-09-16,
旅行社,春秋旅游入境游,约+100,%,春秋旅游,2025暑期旅游报告,2025-09-05,C,https://jl.people.com.cn/n2/2025/0905/c349771-41342451.html,表述为“翻番”,62,待核,无(水平值),7.1-8.31,水平值,2025-09-16,
热门新消费,美团精品小团订单同比,+90,%,美团,2025暑期旅游报告,2025-09-05,C,https://jl.people.com.cn/n2/2025/0905/c349771-41342451.html,精品小团/自驾租车成新消费热点,62,平台自披露,同比,7.1-8.31,水平值,2025-09-16,
