主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通出行,2024暑期铁路发送旅客预测,8.9,亿人次,人次,2023-07-01 至 2023-08-31,7-8月合计,62天口径,铁路客运量,测算,预计,较节假日X,62,水平值,2023-09-06,预判待回填,AI前瞻,内部测算,2023-09-06,D,,"预测ID=2024暑假-F03;中心值8.9亿/区间8.6-9.2亿/置信度中;内部测算,无外部URL"
交通出行,全国水路暑运发送旅客,6251.23,万人次,人次,2023-07-01 至 2023-08-31,7-8月合计,62天口径,水路客运量,官方营业性(不含自驾),实际,无,62,水平值,2023-09-06,空,交通运输部海事局,中国水运网,2023-09-01,A,https://www.zgsyb.com/news.html?aid=662708,同比+76.33%
交通出行,民航7月旅客运输量,6242.8,万人次,人次,2023-07-01 至 2023-07-31,7月单月,7月单月口径,民航客运量,官方营业性(不含自驾),实际,无,62,水平值,2023-09-06,空,民航局,新华网/民航局,2023-08,A,https://www.toutiao.com/article/7276228937485713931/,较2019+5.3%创月度新高
交通出行,民航7月旅客运输量较2019增幅,5.3,%,百分比,2023-07-01 至 2023-07-31,7月单月,7月单月口径,民航客运量,官方营业性(不含自驾),实际,较2019,62,增长率,2023-09-06,空,民航局,新华网/民航局,2023-08,A,https://www.toutiao.com/article/7276228937485713931/,
交通出行,民航8月旅客运输量,6396.4,万人次,人次,2023-08-01 至 2023-08-31,8月单月,8月单月口径,民航客运量,官方营业性(不含自驾),实际,无,62,水平值,2023-09-06,空,民航局,新华网/民航局,2023-09,A,https://www.toutiao.com/article/7276228937485713931/,同比+98.0%;较2019+4.5%
交通出行,民航8月旅客运输量较2019增幅,4.5,%,百分比,2023-08-01 至 2023-08-31,8月单月,8月单月口径,民航客运量,官方营业性(不含自驾),实际,较2019,62,增长率,2023-09-06,空,民航局,新华网/民航局,2023-09,A,https://www.toutiao.com/article/7276228937485713931/,
交通出行,民航暑运(7.1-8.31)运输旅客,1.3,亿人次,人次,2023-07-01 至 2023-08-31,7-8月合计,62天口径,民航客运量,官方营业性(不含自驾),实际,无,62,水平值,2023-09-06,空,民航局,民航局数据,2023-09-02,A,https://www.caac.gov.cn/big5/www.caac.gov.cn/XWZX/MHYW/202309/t20230902_221250.html,较2019+7.4%
交通出行,民航暑运较2019同期增幅,7.4,%,百分比,2023-07-01 至 2023-08-31,7-8月合计,62天口径,民航客运量,官方营业性(不含自驾),实际,较2019,62,增长率,2023-09-06,空,民航局,民航局数据,2023-09-02,A,https://www.caac.gov.cn/big5/www.caac.gov.cn/XWZX/MHYW/202309/t20230902_221250.html,
交通出行,铁路暑运(7.1-8.31)发送旅客,8.3,亿人次,人次,2023-07-01 至 2023-08-31,7-8月合计,62天口径,铁路客运量,官方营业性(不含自驾),实际,无,62,水平值,2023-09-06,空,国铁集团,中国政府网/国铁集团,2023-09,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202309/content_6901568.htm,创历史同期新高;单日最高1569万
交通出行,铁路暑运单日最高发送旅客,1569,万人次,人次,2023-07-01 至 2023-08-31,7-8月合计,62天口径,铁路客运量,官方营业性(不含自驾),实际,无,62,水平值,2023-09-06,空,国铁集团,中国政府网/国铁集团,2023-09,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/yaowen/liebiao/202309/content_6901568.htm,
