主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通出行,全社会跨区域人员流动量,109.17,亿人次,水平值,2024-07-01~2024-08-31,7-8月合计,暑假62天口径v1.0,公路人员流动量,官方跨区域(含自驾),实际,同比,62,水平值,2026-08-21,,交通运输部,暑运期间全社会跨区域人员流动量超109亿人次,2024-09-01,A,https://www.gov.cn/yaowen/shipin/202409/content_6971757.htm,日均1.76亿;同比+3.8%;含自驾
交通出行,全社会跨区域人员流动量日均(测算),1.76,亿人次/天,日度,2024-07-01~2024-08-31,7-8月合计,暑假62天口径v1.0,公路人员流动量,测算,推算,无(水平值),62,水平值,2026-08-21,推算,测算值(交通运输部数据派生),本报告推算,2026-08-21,D,https://www.gov.cn/yaowen/shipin/202409/content_6971757.htm,=109.17/62天;D级推算;2023暑运同期日均约1.70亿
交通出行,公路人员流动量,98.19,亿人次,水平值,2024-07-01~2024-08-31,7-8月合计,暑假62天口径v1.0,公路人员流动量,官方跨区域(含自驾),实际,同比,62,水平值,2026-08-21,,交通运输部,公路暑运人员流动量达98.19亿人次,2024-09-01,A,https://www.gov.cn/lianbo/bumen/202409/content_6971781.htm,同比+3.77%;日均1.58亿;其中小客车自驾占比近八成
交通出行,小客车自驾出行占比,80,%,水平值,2024-07-01~2024-08-31,7-8月合计,暑假62天口径v1.0,公路人员流动量,官方跨区域(含自驾),实际,无(水平值),62,水平值,2026-08-21,,交通运输部,公路暑运人员流动量达98.19亿人次,2024-09-01,A,https://www.gov.cn/lianbo/bumen/202409/content_6971781.htm,"公路出行中近八成(原文""近八成"");跨省车流占比超六成"
交通出行,成都航空枢纽暑运旅客,1632.3,万人次,水平值,2024-07-01~2024-08-31,7-8月合计,机场集团口径,民航客运量,待核,实际,无(水平值),62,水平值,2026-08-21,,四川省机场集团,暑运数据,2024-09-04,B,http://xnsbdzb.com/xnsb/20240904/html/content_20240904003001.htm,创历史新高;目的地为四川的入境游订单+158%
交通出行,民航客运量,14189,万人次,水平值,2024-07-01~2024-08-31,7-8月合计,暑假62天口径v1.0,民航客运量,官方营业性(不含自驾),实际,同比,62,水平值,2026-08-21,,中国民航局(21世纪经济报道),2024年暑运收官,2024-09-01,A,http://www.21jingji.com/article/20240901/herald/6a71c51fadd5c414056093a31c4d8ec8.html,约1.42亿人次;同比+12.21%;日均228.9万;创历史新高
交通出行,水路客运量,6300,万人次,水平值,2024-07-01~2024-08-31,7-8月合计,暑假62天口径v1.0,水路客运量,官方营业性(不含自驾),实际,无(水平值),62,水平值,2026-08-21,,交通运输部(人民网),暑运数据,2024-09-02,B,https://finance.people.com.cn/BIG5/n1/2024/0902/c1004-40311130.html,"原文""超6300万人次"";数值记6300"
交通出行,边检出入境人员,11000,万人次,水平值,2024-07-01~2024-08-31,7-8月合计,国家移民管理局边检口径,官方边检,官方总量,实际,同比,62,增长率,2026-08-21,,国家移民管理局(中国政府网),我国暑期1.1亿人次出入境,2024-09-03,A,https://www.gov.cn/lianbo/bumen/202409/content_6972038.htm,1.1亿人次;同比+30%;日均177.9万人次
交通出行,铁路发送旅客,8.87,亿人次,水平值,2024-07-01~2024-08-31,7-8月合计,暑假62天口径v1.0,铁路客运量,官方营业性(不含自驾),实际,同比,62,水平值,2026-08-21,,国铁集团(中国网),2024铁路暑运累计发送旅客8.87亿人次,2024-09-02,A,http://railway.china.com.cn/2024-09/02/content_117400266.shtml,同比+6.7%;日均1431.2万;创暑运历史新高
平台渠道,去哪儿县域酒店预订量环比,113,%,增长率,2024-07-01~2024-08-31,7-8月合计,去哪儿自披露口径,平台GMV,平台自披露,实际,环比,62,增长率,2026-08-21,,去哪儿大数据,暑期数据,2024-08,C,https://www.cnr.cn/lvyou/hydt/20240902/t20240902_526883432.shtml,县域酒店预订量环比+113%;四五线及下辖县酒店同比+24%;该平台自身口径
