主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通出行,7天全国铁路公路水路民航发送旅客,2.26,亿人次,人次,2023-01-21 至 2023-01-27,7天,7天口径,客流人次,官方营业性(不含自驾),实际,无(水平值),7,水平值,2023-02-16,空,国务院联防联控机制春运工作专班（新华社）,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,铁路5017.4万/公路1.62亿/水路486.8万/民航900.6万
交通出行,7天公路发送旅客(拆分),1.62,亿人次,人次,2023-01-21 至 2023-01-27,7天,7天口径,公路人员流动量,官方营业性(不含自驾),实际,无(水平值),7,水平值,2023-02-16,空,国务院联防联控机制春运工作专班（新华社）,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,自综合客运量拆分
交通出行,7天民航发送旅客(拆分),900.6,万人次,人次,2023-01-21 至 2023-01-27,7天,7天口径,民航客运量,官方营业性(不含自驾),实际,无(水平值),7,水平值,2023-02-16,空,国务院联防联控机制春运工作专班（新华社）,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,自综合客运量拆分；与民航局口径900万基本一致
交通出行,7天水路发送旅客(拆分),486.8,万人次,人次,2023-01-21 至 2023-01-27,7天,7天口径,水路客运量,官方营业性(不含自驾),实际,无(水平值),7,水平值,2023-02-16,空,国务院联防联控机制春运工作专班（新华社）,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,自综合客运量拆分
交通出行,7天铁路发送旅客(拆分),5017.4,万人次,人次,2023-01-21 至 2023-01-27,7天,7天口径,铁路客运量,官方营业性(不含自驾),实际,无(水平值),7,水平值,2023-02-16,空,国务院联防联控机制春运工作专班（新华社）,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,自综合客运量拆分；日均716.8万
交通出行,7天高速公路小客车流量,3.06,亿辆次,辆次,2023-01-21 至 2023-01-27,7天,7天口径,公路人员流动量,官方营业性(不含自驾),实际,无(水平值),7,水平值,2023-02-16,空,国务院联防联控机制春运工作专班,春节假期发送旅客,2023-01-28,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/28/content_5738970.htm,全国高速总流量3.15亿辆次
交通出行,春运民航（40天）运送旅客,5523,万人次,人次,2023-01-07 至 2023-02-15,7天,40天口径,民航客运量,官方营业性(不含自驾),实际,同比,7,40天(春运),2023-02-16,空,民航局（光明网转引）,2023年春运民航运输旅客,2023-02-16,B,https://economy.gmw.cn/2023-02/16/content_36371198.htm,同比+39%；平均客座率74%
交通出行,春运高速公路小客车流量（40天）,11.84,亿辆次,辆次,2023-01-07 至 2023-02-15,7天,40天口径,公路人员流动量,官方营业性(不含自驾),实际,同比,7,40天(春运),2023-02-16,空,交通运输部（人民网转引）,2023年春运再现流动里的中国,2023-02-16,B,https://finance.people.com.cn/n1/2023/0216/c1004-32625138.html,同比+18.6%；载客31.38亿人次
交通出行,民航7天保障航班,83844,班,班次,2023-01-21 至 2023-01-27,7天,7天口径,民航客运量,官方营业性(不含自驾),实际,无(水平值),7,水平值,2023-02-16,空,民航局,春节假期民航,2023-01-29,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/29/content_5739038.htm,日均11977班；+33.6%
交通出行,民航7天运送旅客,900,万人次,人次,2023-01-21 至 2023-01-27,7天,7天口径,民航客运量,官方营业性(不含自驾),实际,同比,7,增长率,2023-02-16,空,民航局（中国政府网转引）,春节假期民航运送旅客,2023-01-29,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/xinwen/2023-01/29/content_5739038.htm,同比+79.8%；平均客座率76%
