检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2025 端午 出游,2026-08-28-R1,国内出游人数 = 1.19亿人次,文化和旅游部,2025年端午节假期文化和旅游市场情况,2025,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/jiaodianxinwen/202506/t20250603_960368.html,文旅部：2025端午国内出游1.19亿人次(+5.7%),snapshots/文化和旅游部_国内出游人数.html,L1,入库L1,R1,否
2025 端午 收入,2026-08-28-R1,国内出游总花费 = 427.30亿元,文化和旅游部,2025年端午节假期文化和旅游市场情况,2025,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/jiaodianxinwen/202506/t20250603_960368.html,文旅部：2025端午国内出游总花费427.30亿元(+5.9%),snapshots/文化和旅游部_国内出游总花费.html,L1,入库L1,R1,否
2025 端午 流动,2026-08-28-R1,全社会跨区域人员流动量 = 65370万人次,交通运输部,2025年端午假期交通运输数据,2025,https://www.gov.cn/lianbo/bumen/202506/content_7026309.htm,交通运输部：2025端午跨区域流动65370万人次(+2.5%),snapshots/交通运输部_全社会跨区域人员流动量.html,L1,入库L1,R1,否
2025 端午 铁路,2026-08-28-R1,铁路客运量 = 4803万人次,国铁集团,2025年端午假期铁路数据,2025,https://finance.people.com.cn/n1/2025/0604/c1004-40493327.html,国铁集团：2025端午铁路客运量4803万人次(+4.3%),snapshots/国铁集团_铁路客运量.html,L1,入库L1,R1,否
2025 端午 民航,2026-08-28-R1,民航客运量 = 563万人次,民航局,2025年端午假期民航数据,2025,https://finance.people.com.cn/n1/2025/0604/c1004-40493327.html,民航局：2025端午民航客运量563万人次(+1.7%),snapshots/民航局_民航客运量.html,L1,入库L1,R1,否
2025 端午 水路,2026-08-28-R1,水路客运量 = 273万人次,交通运输部,2025年端午假期交通运输数据,2025,https://finance.people.com.cn/n1/2025/0604/c1004-40493327.html,交通运输部：2025端午水路客运量273万人次(-6.8%),snapshots/交通运输部_水路客运量.html,L1,入库L1,R1,否
2025 端午 票房,2026-08-28-R1,端午档电影票房 = 4.6亿元,商务部(转引灯塔专业版),商务部2025年5月消费市场情况,2025,https://www.mofcom.gov.cn/tjsj/ywtjxxhz/jscxyzx/art/2025/art_20466df577784f8d9274ffd507666126.html,商务部：2025端午档全国电影票房4.6亿元(+20%),snapshots/商务部(转引灯塔专业版)_端午档电影票房.html,L1,入库L1,R1,否
2025 端午 支付,2026-08-28-R1,银联网联处理支付交易笔数 = 140.5亿笔,银联/网联/中国人民银行,2025年端午假期支付交易数据,2025,https://m.huanqiu.com/article/4MwVxVpStQl,央行：2025端午银联网联处理支付交易140.5亿笔、4.8万亿元,snapshots/银联_网联_中国人民银行_银联网联处理支付交易笔数.html,L1,入库L1,R1,否
2025 端午 广东,2026-08-28-R1,广东接待游客 = 2321.0万人次,广东省文化和旅游厅,广东省2025年端午旅游数据,2025,https://www.chinanews.com.cn/cj/2025/06-03/10426367.shtml,广东文旅厅：2025端午接待游客2321万人次(+20.6%)，收入114.4亿元(+25.6%),snapshots/广东省文化和旅游厅_广东接待游客.html,L1,入库L1,R1,否
2025 端午 河南,2026-08-28-R1,河南接待游客 = 1511.6万人次,河南省文化和旅游厅,河南省2025年端午旅游数据,2025,http://www.ha.chinanews.com.cn/wap/toutiao/2025/0603/60729.shtml,河南文旅厅：2025端午接待游客1511.6万人次(+4.7%)，收入67.9亿元(+5.3%),snapshots/河南省文化和旅游厅_河南接待游客.html,L1,入库L1,R1,否
2025 端午 北京,2026-08-28-R1,北京接待游客 = 821.1万人次,北京市文化和旅游局,北京市2025年端午旅游数据,2025,http://news.china.com.cn/2025-06/03/content_117907147.shtml,北京文旅局：2025端午接待游客821.1万人次(+5.4%)，总花费107.7亿元(+6.7%),snapshots/北京市文化和旅游局_北京接待游客.html,L1,入库L1,R1,否
2025 端午 成都,2026-08-28-R1,成都接待游客 = 733.2万人次,成都市文化广电旅游局,成都市2025年端午旅游数据,2025,https://static.cdsb.com/micropub/Articles/202506/a1f90f68052686e8a163205cdfc41ced.html,成都文旅局：2025端午接待游客733.2万人次(+6.6%)，收入52.3亿元(+10.8%),snapshots/成都市文化广电旅游局_成都接待游客.html,L1,入库L1,R1,否
2025 端午 九寨沟,2026-08-28-R1,九寨沟景区接待游客 = 51476人次,九寨沟景区管理局,2025年端午旅游数据点评,2025,https://pdf.dfcfw.com/pdf/H3_AP202506051685287262_1.pdf,九寨沟：2025端午接待游客51476人次(+17.95%)，门票收入742.27万元(+21.39%),snapshots/九寨沟景区管理局_九寨沟景区接待游客.html,L1,入库L1,R1,否
2025 端午 演出,2026-08-28-R1,北京营业性演出场次 = 1119场,北京市文化和旅游局,2025年端午演出数据,2025,http://paper.people.com.cn/rmrbhwb/pc/content/202506/04/content_30076961.html,北京文旅局：2025端午北京营业性演出1119场，观众45.8万人次，票房1.4亿元,snapshots/北京市文化和旅游局_北京营业性演出场次.html,L1,入库L1,R1,否
2025 端午 民俗 L2,2026-08-28-R1,民俗游、亲子游广受欢迎：赛龙舟、包粽子、佩香囊、唱山歌等传统民俗活动将假日文化氛围推向高潮,文化和旅游部,,,http://news.china.com.cn/2025-06/04/content_117909326.shtml,端午逢六一，'粽'情添童趣，传统文化展现时代魅力,snapshots/文化和旅游部_民俗游、亲子游广受欢迎：赛龙舟、.html,L2,入库L2,R1,否
