主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通出行,全社会跨区域人员流动单日峰值,3.8,亿人次,总量,2026-02-22,(2026-02-22 正月初六),9天口径,交通流动量,实测,实际,历史峰值,9天口径,水平值,2026-08-21,无,交通运输部,春节假期超28亿人次出行(央视网),2026-02-24,A,https://news.cctv.cn/2026/02/24/ARTIFzp0xk6fW3ApP19nxUco260224.shtml,正月初六单日3.8亿人次，单日峰值创历史新高
交通出行,全社会跨区域人员流动量(春节9天),28.08,亿人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,交通流动量,实测,实际,2025春节日均,9天口径,水平值,2026-08-21,无,交通运输部,2026年春节假期交通出行活力澎湃(新华社),2026-02-24,A,https://app.xinhuanet.com/news/article.html?articleId=3fa285c3e4b292af6bad58b1bd62d57d,日均3.11亿，同比+8.2%，创历史新高
交通出行,"公路人员流动量(春节假期,含自驾)",26.5,亿人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,交通流动量,实测,实际,无,9天口径,水平值,2026-08-21,无,交通运输部,春节假期超28亿人次出行(央视网),2026-02-24,A,https://news.cctv.cn/2026/02/24/ARTIFzp0xk6fW3ApP19nxUco260224.shtml,26.5亿人次选择公路出行，自驾出行占比86%；{公路人员流动量}≠{p公共客运量}，与铁/民/水分列
交通出行,春运40天全社会跨区域人员流动量,94.1,亿人次,总量,2026-02-02至2026-03-13,春运40天(2026-02-02至03-13),春运口径,交通流动量,实测,实际,2025春运,40天口径,水平值,2026-08-21,无,交通运输部,2026年春运圆满收官 94亿人次奔赴美好,2026-03-15,A,https://www.mot.gov.cn/xinwen/jiaotongyaowen/202603/t20260316_4201909.html,日均2.35亿，较2025春运+4.3%，创历史新高
交通出行,春运民航客运量,9439,万人次,总量,2026-02-02至2026-03-13,春运40天,春运口径,交通客运,实测,实际,2025春运,40天口径,水平值,2026-08-21,无,中国民航局,2026年春运圆满收官(交通运输部),2026-03-16,A,https://www.mot.gov.cn/xinwen/jiaotongyaowen/202603/t20260316_4201909.html,日均236万人次，同比+4.6%
交通出行,春运水路客运量,3595,万人次,总量,2026-02-02至2026-03-13,春运40天,春运口径,交通客运,实测,实际,2025春运,40天口径,水平值,2026-08-21,无,交通运输部,2026年春运圆满收官(央视网),2026-03-13,A,https://news.cctv.cn/2026/03/13/ARTISvOMlQmYBnwDjhkr5sOd260313.shtml,日均90万人次，同比+15.2%
交通出行,春运营业性客运量,19.5,亿人次,总量,2026-02-02至2026-03-13,春运40天,春运口径,交通客运,实测,实际,2025春运,40天口径,水平值,2026-08-21,无,交通运输部/国家发改委,2026年春运圆满收官(发改委),2026-03-16,A,https://www.ndrc.gov.cn/fggz/202603/t20260316_1404160_ext.html,同比+5.1%；营业性客运量与公路非营业性小客车(自驾)分列
交通出行,春运铁路客运量,5.4,亿人次,总量,2026-02-02至2026-03-13,春运40天,春运口径,交通客运,实测,实际,2025春运,40天口径,水平值,2026-08-21,无,交通运输部/国铁集团,2026年春运圆满收官(交通运输部),2026-03-16,A,https://www.mot.gov.cn/xinwen/jiaotongyaowen/202603/t20260316_4201909.html,日均1344万人次，同比+4.8%
交通出行,春运非营业性小客车(自驾)出行量,74.6,亿人次,总量,2026-02-02至2026-03-13,春运40天,春运口径,交通流动量,实测,实际,2025春运,40天口径,水平值,2026-08-21,无,交通运输部/国家发改委,2026年春运圆满收官(发改委),2026-03-16,A,https://www.ndrc.gov.cn/fggz/202603/t20260316_1404160_ext.html,同比+4.1%，占比约八成；自驾口径非客运量
交通出行,民航客运量(春节假期),2205,万人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,交通客运,实测,实际,2025春节同期9天,9天口径,水平值,2026-08-21,无,中国民航局,2026年春节9天假期民航运输旅客2205万人次(中新网),2026-02-24,A,http://www.chinanews.com.cn/sh/2026/02-24/10575781.shtml,日均245万人次，较2025春运同期(9天)日均+7.7%；保障航班17.1万班
交通出行,铁路发送货物(春节假期),8538,万吨,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,交通货运,实测,实际,2025春节,9天口径,水平值,2026-08-21,无,国铁集团,史上最长春节假期铁路客货运量双增长,2026-02-24,A,http://railway.china.com.cn/2026-02/25/content_118345561.shtml,同比+0.5%；客货运输量质齐升
交通出行,铁路客运量(春节假期),1.21,亿人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,交通客运,实测,实际,2025春节,9天口径,水平值,2026-08-21,无,国铁集团,史上最长春节假期铁路客货运量双增长(中国网),2026-02-24,A,http://railway.china.com.cn/2026-02/25/content_118345561.shtml,"春节假期(腊月二十八至正月初七)累计发送旅客1.21亿,同比+11.5%；系春运集帝，非春节全称口径"
政策与宏观,78个重点步行街(商圈)客流量/营业额同比,+6.7/+7.5,复合,复合,2026-02-15,2026-02-15至2026-02-23(9天),日均口径,零售餐饮,实测,实际,2025春节,9天口径,复合,2026-08-21,无,商务部(重点监测),新闻联播:春节假期消费市场人气足,2026-02-25,A,https://tv.cctv.cn/2026/02/25/VIDEuMSEpFezxrPQOjr1mmrT260225.shtml,客流量+6.7%、营业额+7.5%
政策与宏观,全国重点零售和餐饮企业日均销售额同比(较2025春节),+5.7,%,比率,2026-02-15,2026-02-15至2026-02-23(9天),日均口径,零售餐饮,实测,实际,2025春节,9天口径,增速,2026-08-21,无,商务部(商务大数据监测),新闻联播:春节假期消费市场人气足,2026-02-25,A,https://tv.cctv.cn/2026/02/25/VIDEuMSEpFezxrPQOjr1mmrT260225.shtml,重点监测企业日均销售额较2025春节+5.7%，增速加快1.6pct；商务大数据口径
