检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2025 暑假 总体 预测,2026-08-28-R1,暑期国内旅游人数(研究院预测) = 25亿人次,中国旅游研究院,2025年暑期旅游预测,2025,http://www.chinatopbrands.net/s/1450-6315-56809.html,中国旅游研究院：2025暑期国内旅游人数预计突破25亿人次,snapshots/中国旅游研究院_暑期国内旅游人数(研究院预测).html,L1,入库L1,R1,否
2025 暑假 消费规模 预测,2026-08-28-R1,暑期消费规模(研究院预测) = 1.8万亿元,中国旅游研究院,2025年暑期旅游预测,2025,http://www.chinatopbrands.net/s/1450-6315-56809.html,中国旅游研究院：2025暑期消费规模预计1.8万亿元,snapshots/中国旅游研究院_暑期消费规模(研究院预测).html,L1,入库L1,R1,否
2025 暑假 流动,2026-08-28-R1,暑运全社会跨区域人员流动量 = 119亿人次,交通运输部,2025年暑运交通运输数据,2025,https://news.cctv.com/2025/09/01/ARTIXprmVvQqMPv5hIXYwRI2250901.shtml,交通运输部：2025暑运跨区域流动119亿人次(+4.3%),snapshots/交通运输部_暑运全社会跨区域人员流动量.html,L1,入库L1,R1,否
2025 暑假 铁路,2026-08-28-R1,铁路暑运发送旅客 = 9.43亿人次,国铁集团,2025年铁路暑运数据,2025,https://www.gov.cn/yaowen/liebiao/202509/content_7038726.htm,国铁集团：2025暑运铁路发送旅客9.43亿人次(+4.7%)创新高,snapshots/国铁集团_铁路暑运发送旅客.html,L1,入库L1,R1,否
2025 暑假 民航,2026-08-28-R1,民航暑运运输旅客 = 1.47亿人次,民航局,2025年民航暑运数据,2025,https://news.cctv.cn/2025/08/31/ARTITFocwRSSn22RzixeVzIg250831.shtml,民航局：2025暑运民航运输旅客1.47亿人次(+3.6%),snapshots/民航局_民航暑运运输旅客.html,L1,入库L1,R1,否
2025 暑假 民航国际,2026-08-28-R1,7月民航国际航线旅客运输量 = 709万人次,民航局,2025年7月民航生产数据,2025,https://news.cctv.cn/2025/08/16/ARTIeGqHTy3ad7RGEHTVARQO250815.shtml,民航局：2025年7月国际航线旅客运输量709万人次(+15.7%)创新高,snapshots/民航局_7月民航国际航线旅客运输量.html,L1,入库L1,R1,否
2025 暑假 票房,2026-08-28-R1,暑期档电影票房 = 119.66亿元,国家电影局,2025年暑期档电影市场数据,2025,https://www.chinafilm.gov.cn/xwzx/gzdt/202509/t20250904_928990.html,国家电影局：2025暑期档票房119.66亿元，观影3.21亿人次,snapshots/国家电影局_暑期档电影票房.html,L1,入库L1,R1,否
2025 暑假 观影,2026-08-28-R1,暑期档观影人次 = 3.21亿人次,国家电影局,2025年暑期档电影市场数据,2025,https://news.cctv.cn/2025/09/01/ARTIF0KrlQgguZHU8TxC469t250901.shtml,国家电影局：2025暑期档观影人次3.21亿(+12.75%),snapshots/国家电影局_暑期档观影人次.html,L1,入库L1,R1,否
2025 暑假 去哪儿 亲子,2026-08-28-R1,去哪儿暑期亲子酒店预订量增速 = 80%,去哪儿,去哪儿2025年暑期数据,2025,https://m.yunnan.cn/system/2025/07/14/033544855.shtml,去哪儿：2025暑期亲子酒店预订量+80%。平台自身口径,snapshots/去哪儿_去哪儿暑期亲子酒店预订量增速.html,L1,入库L1,R1,否
2025 暑假 同程 乐园,2026-08-28-R1,同程主题乐园景区预订热度增速 = 51%,同程旅行,同程2025年暑期数据,2025,https://www.21jingji.com/article/20250826/herald/06710333d81a48dcdc785b4aee58a202.html,同程：2025暑期主题乐园景区预订热度+51%。平台自身口径,snapshots/同程旅行_同程主题乐园景区预订热度增速.html,L1,入库L1,R1,否
2025 暑假 美团 昆明,2026-08-28-R1,美团昆明五星级酒店订单量增速 = 62%,美团,美团2025年暑期数据,2025,http://www.yn.chinanews.com.cn/news/2025/0830/80810.html,美团：2025暑期昆明五星酒店订单+62%。平台自身口径,snapshots/美团_美团昆明五星级酒店订单量增速.html,L1,入库L1,R1,否
2025 暑假 携程 云南,2026-08-28-R1,携程云南酒店订单量增速 = 29%,携程,携程2025年暑期数据,2025,http://yn.people.com.cn/n2/2025/0902/c372456-41339671.html,携程：2025暑期云南酒店订单量+29%。平台自身口径,snapshots/携程_携程云南酒店订单量增速.html,L1,入库L1,R1,否
