主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通,东航及旗下端午机票预订量,94,万,人次,2023-06-19 至 2023-06-24,3天,3天口径,民航客运量,平台自披露,实际,同比,3,水平值,2023-06-25,,东方航空（21世纪经济报道转引）,Vacation consumption sizzles,2023-06-27,C,https://www.21jingji.com/article/20230627/herald/fe0362dfbf687c55c4336ecf7265ace1.html,截至6月19日预订量超94万，为去年端午假期的3.6倍；平台自身口径
交通,两岸小三通客运航线日均出入境客流,3100,人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,客流人次,官方总量,实际,无(水平值),3,水平值,2023-06-25,,交通运输部/央视新闻,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,创2023年1月7日恢复通航以来新高
交通,端午全国营业性客运量合计,14047,万人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,公路人员流动量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,较2022年同期+89.1%，较2019年同期-22.8%；2023年为营业性口径（不含自驾），不得与2024+跨区域含自驾口径直接入增速链
交通,端午公路发送旅客,8934,万人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,公路人员流动量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,较2022年+64.4%，较2019年-33.3%
交通,端午民航发送旅客,534,万人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,民航客运量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,较2022年+287.0%，较2019年+3.0%
交通,端午民航日均计划航班/旅客运输,16110/198,班/万人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,民航客运量,官方营业性(不含自驾),实际,较2019,3,复合,2023-06-25,,民航局/央视新闻,端午假期民航日均运输旅客较2019年同期增长11.5%,2023-06-23,A,https://big5.cctv.com/gate/big5/news.cctv.cn/2023/06/23/ARTIi4p1I77wopg5hdwLQ6jE230623.shtml,日均航班16110班（较2019+1.7%）、日均运输旅客198万（较2019+11.5%）
交通,端午水路发送旅客,253,万人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,水路客运量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,较2022年+99.3%，较2019年-43.6%
交通,端午铁路发送旅客,4326,万人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,铁路客运量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,较2022年+150.2%，较2019年+12.8%
交通,端午高速公路客车总流量,9936.02,万辆,辆,2023-06-22 至 2023-06-24,3天,3天口径,公路人员流动量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,日均3312.01万辆；较2019年+24.52%、较2022年+40.47%
交通,端午高速公路小客车总流量,9813.07,万辆,辆,2023-06-22 至 2023-06-24,3天,3天口径,公路人员流动量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,日均3271.02万辆；较2019年+24.85%、较2022年+40.32%；车流量（辆）
交通,端午高速公路总流量,1.17,亿辆,辆,2023-06-22 至 2023-06-24,3天,3天口径,公路人员流动量,官方营业性(不含自驾),实际,较2019,3,水平值,2023-06-25,,交通运输部（央视新闻转引）,端午假期全国预计共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIxDJmtb3by2LxNp4F1b4s230624.shtml,日均3905.02万辆；较2019年+23.92%，较2022年+34.82%；为车流量（辆），非客运人次，不可与铁/民/水客运量相加
平台,去哪儿热门城市机票/酒店（较2019）,超二成/1.6倍,,倍数,2023-06-22 至 2023-06-24,3天,3天口径,平台GMV,平台自披露,实际,较2019,3,复合,2023-06-25,,去哪儿（澎湃转引）,五年最火端午收官,2023-06-25,C,https://m.thepaper.cn/detail/23603768,国内热门城市机票预订量超2019同期二成、酒店预订量超2019同期1.6倍；平台自身口径
平台,同程机票/酒店/景区门票/度假（较2019）,均超2019同期,,倍数,2023-06-22 至 2023-06-24,3天,3天口径,平台GMV,平台自披露,实际,较2019,3,水平值,2023-06-25,,同程旅行（澎湃转引）,五年最火端午收官,2023-06-25,C,https://m.thepaper.cn/detail/23603768,多项业务超疫前；平台自身口径
平台,携程国内门票订单（较2019）,100,%（翻倍）,百分比,2023-06-22 至 2023-06-24,3天,3天口径,平台GMV,平台自披露,实际,较2019,3,水平值,2023-06-25,,携程（大众日报转引）,最火端午假期收官,2023-06-25,C,https://sd.dzwww.com/sdnews/202306/t20230625_12190006.htm,部分业态超疫前；平台自身口径，非全市场
平台,木鸟民宿假期订单（较2019）,3.8,倍,倍数,2023-06-22 至 2023-06-24,3天,3天口径,平台GMV,平台自披露,实际,较2019,3,水平值,2023-06-25,,木鸟民宿（搜狐转引）,多家旅企端午数据出炉,2023-06-24,C,https://www.sohu.com/a/690291976_121687414,为2019年同期3.8倍；淄博假期订单与节前预测相比+700%；平台自身口径
平台,飞猪国内旅游服务订单（较2019）,超越2019同期,,倍数,2023-06-22 至 2023-06-24,3天,3天口径,平台GMV,平台自披露,实际,较2019,3,水平值,2023-06-25,,飞猪（大众日报转引）,最火端午假期收官,2023-06-25,C,https://sd.dzwww.com/sdnews/202306/t20230625_12190006.htm,含国内机票/酒店/周边游/中长线游；出境游较元旦+3.6倍；平台自身口径
平台,飞猪高铁票/租车/周边游预订（同比）,2倍/3倍/4.6倍,倍,倍数,2023-06-22 至 2023-06-24,3天,3天口径,平台GMV,平台自披露,实际,同比,3,复合,2023-06-25,,飞猪（中国政府网转引）,端午节假期出游人次破亿,2023-06-24,C,https://www.gov.cn/lianbo/bumen/202306/content_6888052.htm,高铁票预订量同比+2倍、国内租车成交额+超3倍、周边游预订量+超4.6倍；平台自身口径
总体,2022端午国内旅游出游人次,7961.0,万人次,人次,2022-06-03 至 2022-06-05,3天,3天口径,旅游总花费,官方总量,实际,同比,3,水平值,2023-06-25,,文化和旅游部（新华网转引）,2022年端午节假期文化和旅游市场情况,2022-06-05,A,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/jiaodianxinwen/202206/t20220605_933339.html,同比下降10.7%；按可比口径恢复至2019年同期86.8%；去年同期基准（3天口径，与2023端午同天数，per-day可直接比）
总体,2022端午国内旅游收入,258.2,亿元,亿元,2022-06-03 至 2022-06-05,3天,3天口径,旅游总花费,官方总量,实际,同比,3,水平值,2023-06-25,,文化和旅游部（新华网转引）,2022年端午节假期文化和旅游市场情况,2022-06-05,A,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/jiaodianxinwen/202206/t20220605_933339.html,同比下降12.2%；恢复至2019年同期65.6%；去年同期基准
总体,2023十一国内出游人次预测,约8.2,亿人次,人次,2023-09-29 至 2023-10-06 预估,8天,8天口径,旅游总花费,测算,预计,较节假日X,8,水平值,2023-06-25,预判待回填,AI前瞻（内部测算）,下一节假日前瞻预测台账,2023-06-25,D,https://www.gov.cn/lianbo/bumen/202306/content_6888052.htm,预测ID=2023十一-F01；中心值约8.2亿；区间7.9-8.5亿；置信度中；十一8天（非合并），绝对值低于2022八天合并属口径效应（预计项，待官方回填，不得当实测）
总体,2023十一国内旅游收入预测,约7500,亿人次,人次,2023-09-29 至 2023-10-06 预估,8天,8天口径,旅游总花费,测算,预计,较节假日X,8,水平值,2023-06-25,预判待回填,AI前瞻（内部测算）,下一节假日前瞻预测台账,2023-06-25,D,https://www.gov.cn/lianbo/bumen/202306/content_6888052.htm,预测ID=2023十一-F02；中心值约7500亿；区间7100-7900亿；置信度中；十一8天（非合并），日均强度高于2022合并（预计项，待官方回填，不得当实测）
总体,2023暑假国内出游人次预测,约18.0,亿人次,人次,2023-07 至 2023-08 预估,62天,62天口径,旅游总花费,测算,预计,较节假日X,62,水平值,2023-06-25,预判待回填,AI前瞻（内部测算）,下一节假日前瞻预测台账,2023-06-25,D,https://www.gov.cn/lianbo/bumen/202306/content_6888052.htm,预测ID=2023暑假-F01；中心值约18.0亿；区间17.0-19.0亿；置信度中；暑期62天窗口，参考五一/端午复苏斜率外推（预计项，待官方回填，不得当实测）
总体,2023暑假国内旅游收入预测,约1.20,亿人次,人次,2023-07 至 2023-08 预估,62天,62天口径,旅游总花费,测算,预计,较节假日X,62,水平值,2023-06-25,预判待回填,AI前瞻（内部测算）,下一节假日前瞻预测台账,2023-06-25,D,https://www.gov.cn/lianbo/bumen/202306/content_6888052.htm,预测ID=2023暑假-F02；中心值约1.20万亿；区间1.10-1.30万亿；置信度中；暑期62天窗口，人均恢复至2019约九成（预计项，待官方回填，不得当实测）
总体,2023端午国内旅游出游人次,1.06,亿人次,人次,2023-06-22 至 2023-06-24,3天,3天口径,旅游总花费,官方总量,实际,同比,3,水平值,2023-06-25,,文化和旅游部（新华社转引）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,同比+32.3%；按可比口径恢复至2019年同期112.8%
总体,2023端午国内旅游收入,373.10,亿元,亿元,2023-06-22 至 2023-06-24,3天,3天口径,旅游总花费,官方总量,实际,同比,3,水平值,2023-06-25,,文化和旅游部（新华社转引）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,同比+44.5%；按可比口径恢复至2019年同期94.9%
总体,参与夜间游游客比例,22.3,%,百分比,2023-06-22 至 2023-06-24,3天,3天口径,客流人次,官方重点监测,实际,较2022,3,水平值,2023-06-25,,文化和旅游部（专项调查）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,较2022年同期提高7.9个百分点
总体,参与文博/非遗/音乐节等活动游客占比,87.9,%,百分比,2023-06-22 至 2023-06-24,3天,3天口径,客流人次,官方重点监测,实际,无(水平值),3,水平值,2023-06-25,,文化和旅游部（专项调查）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,访问文博场馆、历史文化街区，参与各类非遗项目，参加音乐节、演唱会等文化活动游客占比
总体,端午人均旅游消费（测算）,351.98,元/人次,人均trip,2023-06-22 至 2023-06-24,3天,3天口径,旅游总花费,测算,推算,同比,3,水平值,2023-06-25,测算待核,测算自文旅部数据,收入÷出游人次内部测算,2023-06-24,D,https://mct.gov.cn/whzx/whyw/202306/t20230624_944663.htm,测算值=373.10亿元÷1.06亿人次；为2019年同期（约410元）的85.9%；推算项强制D级，不与实测混栏
新消费,2023端午档电影票房,9.10,亿元,亿元,2023-06-22 至 2023-06-24,3天,3天口径,支付清算额,行业协会计,实际,无(水平值),3,水平值,2023-06-25,,灯塔专业版（证券时报转引）,“端午经济”释放消费活力,2023-06-26,C,https://ima.qq.com/wiki/?shareId=874c4916625c2b68fc06e8d8e79b52bb2c8c9f29a667a6dc34c20d657815e059&mediaId=pdf_21029587bbfd3216117dc86f4e9abb7c_0890ea8b56a187285e5062403afdcd8b7435586163997859&action=openDetailDrawer&webFrom=10000171,影史端午档票房第二（仅次于2018年9.12亿）；观影人次2250.47万（历史同期第三）；平均票价40.4元
新消费,同程演唱会/音乐节周边商圈酒店订单,300,%,百分比,2023-06-22 至 2023-06-24,3天,3天口径,平台GMV,平台自披露,实际,无(水平值),3,水平值,2023-06-25,,同程旅行（搜狐转引）,OTA平台数据端午节文化游,2023-06-24,C,https://www.sohu.com/a/693028875_100106037,青岛凤凰音乐节等带动；平台自身口径
新消费,携程避暑消暑相关搜索热度环比,50,%,百分比,2023-06-22 至 2023-06-24,3天,3天口径,搜索量,平台自披露,实际,环比,3,水平值,2023-06-25,,携程（搜狐转引）,多家旅企端午数据出炉,2023-06-24,C,https://www.sohu.com/a/690291976_121687414,高温催热避暑；平台自身口径
