检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2024 暑期 出游,2026-08-28-R1,暑期全国国内出游人数 = 19.49亿人次,中国旅游研究院,中国国内旅游发展年度报告2024,2024,http://www.ctnews.com.cn/dongtai/content/2025-03/27/content_172036.html,中国旅游研究院：2024暑期全国国内出游19.49亿人次(+6.0%),snapshots/中国旅游研究院_暑期全国国内出游人数.html,L1,入库L1,R1,否
2024 暑期 收入,2026-08-28-R1,暑期国内出游总花费 = 1.31万亿元,中国旅游研究院,中国国内旅游发展年度报告2024,2024,http://www.ctnews.com.cn/dongtai/content/2025-03/27/content_172036.html,中国旅游研究院：2024暑期国内出游总花费1.31万亿元(+8.3%),snapshots/中国旅游研究院_暑期国内出游总花费.html,L1,入库L1,R1,否
2024 暑期 铁路,2026-08-28-R1,铁路暑运发送旅客 = 8.87亿人次,国铁集团,国铁集团2024年暑期数据,2024,http://www.news.cn/politics/20240901/8a1557542d1646be8b3767641fcda08b/c.html,国铁集团：2024暑运铁路发送旅客8.87亿人次(+6.7%)，创历史新高,snapshots/国铁集团_铁路暑运发送旅客.html,L1,入库L1,R1,否
2024 暑期 民航,2026-08-28-R1,民航暑运旅客运输量 = 14189万人次,民航局,民航局2024年暑期数据,2024,https://www.gov.cn/yaowen/shipin/202409/content_6971757.htm,民航局：2024暑运民航运输旅客14189万人次，日均228.9万，+12.21%,snapshots/民航局_民航暑运旅客运输量.html,L1,入库L1,R1,否
2024 暑期 跨区域,2026-08-28-R1,全社会跨区域人员流动量 = 109.17亿人次,交通运输部,交通运输部2024年暑期数据,2024,https://paper.people.com.cn/rmrb/images/2024-09/02/13/rmrb2024090213.pdf,交通运输部：暑运全社会跨区域人员流动量109.17亿人次(+3.8%),snapshots/交通运输部_全社会跨区域人员流动量.html,L1,入库L1,R1,否
2024 暑期 出入境,2026-08-28-R1,暑期出入境人员 = 1.1亿人次,国家移民管理局,国家移民管理局2024年暑期数据,2024,https://www.nia.gov.cn/n741440/n741567/c1671361/content.html,移民局：2024暑期出入境1.1亿人次，日均177.9万，+30%,snapshots/国家移民管理局_暑期出入境人员.html,L1,入库L1,R1,否
2024 暑期 入境,2026-08-28-R1,暑期入境外国人 = 195.7万人次,国家移民管理局,国家移民管理局2024年暑期数据,2024,http://epaper.tyrbw.com/tywb/resfile/2024-09-04/10/tywb2024090410.pdf,移民局：暑期入境外国人195.7万人次，较去年+117%,snapshots/国家移民管理局_暑期入境外国人.html,L1,入库L1,R1,否
2024 暑期 票房,2026-08-28-R1,暑期档电影票房 = 116.43亿元,灯塔(电影),2024年暑期档票房数据,2024,https://www.caixin.com/2024-09-02/102232226.html?originReferrer=doubao,灯塔：2024暑期档票房116.43亿元，同比-43.6%,snapshots/灯塔(电影)_暑期档电影票房.html,L1,入库L1,R1,否
2024 暑期 美团,2026-08-28-R1,美团文旅订单量增速 = 11%,美团,美团2024年暑期数据,2024,http://www.ce.cn/xwzx/shgj/gdxw/202409/06/t20240906_39130405.shtml,美团：2024暑期文旅订单量同比+超11%，研学游订单+175%。平台自身口径,snapshots/美团_美团文旅订单量增速.html,L1,入库L1,R1,否
2024 暑期 贵州 同程,2026-08-28-R1,同程贵州景区预订热度增速 = 153%,同程旅行,同程2024贵州避暑游数据,2024,http://m.toutiao.com/group/7409666343480230436/,同程：2024暑期贵州景区预订热度+153%。平台自身口径,snapshots/同程旅行_同程贵州景区预订热度增速.html,L1,入库L1,R1,否
