主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
总体,2023端午国内旅游出游人次,1.06,亿人次,文化和旅游部（新华社/人民网转引）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://ent.people.com.cn/n1/2023/0624/c1012-40020097.html,同比+32.3%恢复至2019同期112.8%,3,官方总量,同比,3天,增长率,2023-06-25,
总体,2023端午国内旅游收入,373.10,亿元,文化和旅游部（新华社/人民网转引）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://ent.people.com.cn/n1/2023/0624/c1012-40020097.html,同比+44.5%恢复至2019同期94.9%,3,官方总量,同比,3天,增长率,2023-06-25,
总体,端午人均旅游消费（测算）,351.98,元/人次,测算自文旅部数据,收入÷出游人次,2023-06-24,D,https://ent.people.com.cn/n1/2023/0624/c1012-40020097.html,测算值=373.10亿元÷1.06亿人次为2019同期85.9%,3,测算,无(水平值),3天,水平值,2023-06-25,
总体,参与文化/非遗/音乐节等活动游客占比,87.9,%,文化和旅游部（专项调查）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://ent.people.com.cn/n1/2023/0624/c1012-40020097.html,访问文博场馆历史文化街区参与非遗,3,官方重点监测,无(水平值),3天,水平值,2023-06-25,
总体,参与夜间游游客比例,22.3,%,文化和旅游部（专项调查）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://ent.people.com.cn/n1/2023/0624/c1012-40020097.html,较2022同期+7.9个百分点,3,官方重点监测,较2022,3天,增长率,2023-06-25,
景区,243个夜间文旅消费集聚区夜间客流,3625.3,万人次,文化和旅游部（数据监测）,2023年端午节假期文化和旅游市场情况,2023-06-24,A,https://ent.people.com.cn/n1/2023/0624/c1012-40020097.html,平均4.97万每夜较2022+38.8%,3,官方总量,较2022,3天,增长率,2023-06-25,
游客画像,18-33岁旅客群体占比,超四成,,去哪儿（澎湃转引）,五年最火端午收官,2023-06-25,C,https://m.thepaper.cn/detail/23603768,端午属年轻人旅游节,3,平台自披露,无(水平值),3天,水平值,2023-06-25,
交通,端午全国预计发送旅客合计,14047,万人次,交通运输部（央视新闻转引）,端午节假期全国共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIA5TreTh4qpi7IsTFznaS230624.shtml,较2022+89.1%较2019-22.8%,3,官方营业性(不含自驾),较2019,3天,增长率,2023-06-25,预判待回填
交通,端午铁路发送旅客,4326,万人次,交通运输部（央视新闻转引）,端午节假期全国共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIA5TreTh4qpi7IsTFznaS230624.shtml,较2022+150.2%较2019+12.8%,3,官方营业性(不含自驾),较2019,3天,增长率,2023-06-25,
交通,端午公路发送旅客,8934,万人次,交通运输部（央视新闻转引）,端午节假期全国共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIA5TreTh4qpi7IsTFznaS230624.shtml,较2022+64.4%较2019-33.3%,3,官方营业性(不含自驾),较2019,3天,增长率,2023-06-25,
交通,端午水路发送旅客,253,万人次,交通运输部（央视新闻转引）,端午节假期全国共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIA5TreTh4qpi7IsTFznaS230624.shtml,较2022+99.3%较2019-43.6%,3,官方营业性(不含自驾),较2019,3天,增长率,2023-06-25,
交通,端午民航发送旅客,534,万人次,交通运输部（央视新闻转引）,端午节假期全国共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIA5TreTh4qpi7IsTFznaS230624.shtml,较2022+287%较2019+3.0%,3,官方营业性(不含自驾),较2019,3天,增长率,2023-06-25,
交通,端午高速公路总流量,1.17,亿辆,交通运输部（央视新闻转引）,端午节假期全国共发送旅客,2023-06-24,A,https://news.cctv.com/2023/06/24/ARTIA5TreTh4qpi7IsTFznaS230624.shtml,日均3905.02万较2019+23.92%小客车9813.07万辆,3,官方营业性(不含自驾),较2019,3天,增长率,2023-06-25,
酒店,途家端午民宿预订量（较2019）,30,%,途家民宿（国际商报转引）,端午消费尽显中国经济澎湃动能,2023-06-25,C,http://sass.cn/109011/72439.aspx,每晚平均支付价格497元,3,平台自披露,较2019,3天,水平值,2023-06-25,
酒店,杭州酒店总体入住率,50.4,%,杭州市文化广电旅游局（腾讯转引）,杭州端午接待外地游客,2023-06-25,C,https://news.qq.com/rain/a/20230625A01UYK00,假期短且梅雨省外游客占比降至41%,3,官方总量,无(水平值),3天,水平值,2023-06-25,
酒店,郑州全市酒店平均出租率,52.1,%,郑州市文化广电和旅游局（澎湃转引）,郑州共接待游客514.1万人次,2023-06-24,C,https://m.thepaper.cn/detail/23599622,登封市星级饭店出租率87%,3,官方总量,无(水平值),3天,水平值,2023-06-25,
平台,携程端午周边游热门目的地Top10,杭州/上海/南京/广州/苏州/北京/天津/济南/秦皇岛/深圳,,携程（大众日报转引）,最火端午假期收官,2023-06-25,C,https://sd.dzwww.com/sdnews/202306/t20230625_12190006.htm,排名,3,平台自披露,无(水平值),3天,水平值,2023-06-25,
平台,携程国内门票订单（较2019）,100,%（翻倍）,携程,2023端午假期旅行总结,2023-06-25,C,https://sd.dzwww.com/sdnews/202306/t20230625_12190006.htm,部分业态超疫前,3,平台自披露,较2019,3天,增长率,2023-06-25,
平台,去哪儿热门城市机票/酒店（较2019）,超二成/1.6倍,,去哪儿（澎湃转引）,五年最火端午收官,2023-06-25,C,https://m.thepaper.cn/detail/23603768,18-33岁旅客占比超四成,3,平台自披露,较2019,3天,增长率,2023-06-25,
平台,飞猪国内旅游服务订单（较2019）,超越2019同期,,飞猪（大众日报转引）,最火端午假期收官,2023-06-25,C,https://sd.dzwww.com/sdnews/202306/t20230625_12190006.htm,出境游较元旦+3.6倍海岛游+56%夜游+1.3倍,3,平台自披露,较2019,3天,增长率,2023-06-25,
平台,同程机票/酒店/景区门票/度假（较2019）,均超2019同期,,同程旅行（澎湃转引）,五年最火端午收官,2023-06-25,C,https://m.thepaper.cn/detail/23603768,多项业务超疫前,3,平台自披露,较2019,3天,增长率,2023-06-25,
平台,飞猪高铁票/租车/周边游（同比）,2倍/3倍/4.6倍,,飞猪（中国政府网转引）,端午节假期出游人次破亿,2023-06-24,C,https://big5.www.gov.cn/gate/big5/www.gov.cn/lianbo/bumen/202306/content_6888052.htm,避暑自驾热门,3,平台自披露,同比,3天,复合值,2023-06-25,
平台,木鸟民宿假期订单（较2019）,3.8,倍,木鸟民宿（搜狐转引）,多家旅企端午数据出炉,2023-06-24,C,https://www.sohu.com/a/690291976_121687414,淄博假期订单+700%,3,平台自披露,较2019,3天,水平值,2023-06-25,
旅行社,途牛长线游出游人次占比,49,%,途牛旅游网（搜狐转引）,多家旅企端午数据出炉,2023-06-24,C,https://www.sohu.com/a/690291976_121687414,长线目的地云南甘青连线居前,3,平台自披露,无(水平值),3天,水平值,2023-06-25,
旅行社,携程呼伦贝尔私家团/黔东南度假/新疆租车,10倍/150%/430%,%,携程（搜狐转引）,多家旅企端午数据出炉,2023-06-24,C,https://www.sohu.com/a/690291976_121687414,长线游拼假模式,3,平台自披露,无(水平值),3天,复合值,2023-06-25,
政策宏观,重点监测企业粽子销售额同比,64.3,%,商务部（央视网转引）,商旅文深度融合假期消费活力释放,2023-06-25,A,https://news.cctv.cn/2023/06/25/ARTIWnq1TPTbaV9J9k3OehNp230625.shtml,节令民俗商品,3,官方重点监测,同比,3天,水平值,2023-06-25,
政策宏观,金银珠宝/体育用品销售额同比,13.6/3.4,%,商务部（央视网转引）,商旅文深度融合假期消费活力释放,2023-06-25,A,https://news.cctv.cn/2023/06/25/ARTIWnq1TPTbaV9J9k3OehNp230625.shtml,升级类商品,3,官方总量,同比,3天,复合值,2023-06-25,
政策宏观,休闲消费（美食/观影/避暑/露营）同比,18.5,%,商务部（央视网转引）,商旅文深度融合假期消费活力释放,2023-06-25,A,https://news.cctv.cn/2023/06/25/ARTIWnq1TPTbaV9J9k3OehNp230625.shtml,品味美食观影看展,3,官方总量,同比,3天,水平值,2023-06-25,
政策宏观,北京重点监测企业销售额,24.7,亿元,北京市商务局（央视网转引）,商旅文深度融合假期消费活力释放,2023-06-25,A,https://news.cctv.cn/2023/06/25/ARTIWnq1TPTbaV9J9k3OehNp230625.shtml,实体业态+29%60商圈客流2068.1万+76.8%,3,官方重点监测,无(水平值),3天,水平值,2023-06-25,
政策宏观,广东重点餐饮企业销售额,6745.61,万元,广东省商务厅（央视网转引）,商旅文深度融合假期消费活力释放,2023-06-25,A,https://news.cctv.cn/2023/06/25/ARTIWnq1TPTbaV9J9k3OehNp230625.shtml,同比+5.6%,3,官方总量,同比,3天,增长率,2023-06-25,
政策宏观,陕西570家零售餐饮样本销售额,7.73,亿元,陕西省商务厅（央视网转引）,商旅文深度融合假期消费活力释放,2023-06-25,A,https://news.cctv.cn/2023/06/25/ARTIWnq1TPTbaV9J9k3OehNp230625.shtml,同比+12.3%较2019+9.5%餐饮+22.0%,3,官方重点监测,较2019,3天,增长率,2023-06-25,
政策宏观,上海线下消费支付金额,约180,亿元,上海市（央视网转引）,商旅文深度融合假期消费活力释放,2023-06-25,A,https://news.cctv.cn/2023/06/25/ARTIWnq1TPTbaV9J9k3OehNp230625.shtml,五五购物节,3,官方总量,无(水平值),3天,水平值,2023-06-25,
新消费,飞猪演唱会周边酒店预订量（较元旦）,15,倍,飞猪（羊城晚报转引）,近五年最火端午,2023-06-21,C,https://news.ycwb.com/2023-06/21/content_52024656.htm,演出经济,3,平台自披露,无(水平值),3天,水平值,2023-06-25,
