主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
总体,2023五一国内旅游出游人次,2.74,亿人次,文化和旅游部（新华社转引）,2023年五一假期文化和旅游市场情况,2023-05-03,A,https://www.gov.cn/lianbo/2023-05/03/content_5754040.htm,同比+70.83%恢复至2019同期119.09%,5,官方总量,同比,5天,增长率,2023-05-11,
总体,2023五一国内旅游收入,1480.56,亿元,文化和旅游部,2023年五一假期文化和旅游市场情况,2023-05-03,A,https://mct.gov.cn/whzx/whyw/202305/t20230503_943504.htm,同比+128.90%恢复至2019同期100.66%,5,官方总量,同比,5天,增长率,2023-05-11,
总体,五一群众文化活动场次,4.75,万场,文化和旅游部,假期市场情况,2023-05-03,A,https://www.gov.cn/lianbo/2023-05/03/content_5754040.htm,参与约1.66亿人次,5,官方总量,无(水平值),5天,水平值,2023-05-11,
景区,五一A级旅游景区正常开放数,1.28,万家,文化和旅游部,假期市场情况,2023-05-03,A,https://www.gov.cn/lianbo/2023-05/03/content_5754040.htm,占A级总数86%应开尽开,5,官方总量,无(水平值),5天,水平值,2023-05-11,
景区,五一全国营业性演出场次,3.11,万场次,文化和旅游部,假期市场情况,2023-05-03,A,https://www.gov.cn/lianbo/2023-05/03/content_5754040.htm,票房15.19亿元观演865.49万人次,5,官方总量,无(水平值),5天,水平值,2023-05-11,
景区,243个夜间文旅消费集聚区客流量,7768.6,万人次,文化和旅游部（数据监测）,假期市场情况,2023-05-03,A,https://www.gov.cn/lianbo/2023-05/03/content_5754040.htm,4月28日18时至5月3日6时平均6.39万每夜较2022+114.5%,5,官方总量,较2022,5天,增长率,2023-05-11,
游客画像,游客平均出游半径,180.82,公里,中国旅游研究院,五一假期旅游市场观察（新华社转引）,2023-05-04,C,https://www.gov.cn/yaowen/2023-05/04/content_5754162.htm,同比+81.59%,5,官方总量,同比,5天,增长率,2023-05-11,
游客画像,目的地平均游憩半径,15.98,公里,中国旅游研究院,五一假期旅游市场观察（新华社转引）,2023-05-04,C,https://www.gov.cn/yaowen/2023-05/04/content_5754162.htm,同比+167.16%,5,官方总量,同比,5天,增长率,2023-05-11,
游客画像,跨省游客比例,24.50,%,中国旅游研究院,五一假期旅游市场观察（新华社转引）,2023-05-04,C,https://www.gov.cn/yaowen/2023-05/04/content_5754162.htm,较去年提高15.5个百分点,5,官方总量,无(水平值),5天,水平值,2023-05-11,
交通,五一全国营业性客运量合计,26971.6,万人次,交通运输部（新华社转引）,五一假期全国营业性客运量,2023-05-04,A,https://www.news.cn/fortune/2023-05/04/c_1129588677.htm,日均5394.3万较2022日均+162.4%,5,官方营业性(不含自驾),较2022,5天,增长率,2023-05-11,
交通,五一铁路发送旅客,9049,万人次,交通运输部（新华社转引）,五一假期全国营业性客运量,2023-05-04,A,https://www.news.cn/fortune/2023-05/04/c_1129588677.htm,日均1809.8万较2022日均+462.1%,5,官方营业性(不含自驾),较2022,5天,增长率,2023-05-11,
交通,五一公路发送旅客,16325,万人次,交通运输部（新华社转引）,五一假期全国营业性客运量,2023-05-04,A,https://www.news.cn/fortune/2023-05/04/c_1129588677.htm,日均3265万较2022日均+99.3%,5,官方营业性(不含自驾),较2022,5天,增长率,2023-05-11,
交通,五一水路发送旅客,656.4,万人次,交通运输部（新华社转引）,五一假期全国营业性客运量,2023-05-04,A,https://www.news.cn/fortune/2023-05/04/c_1129588677.htm,日均131.3万较2022日均+106.6%,5,官方营业性(不含自驾),较2022,5天,增长率,2023-05-11,
交通,五一民航发送旅客,941.2,万人次,交通运输部（新华社转引）,五一假期全国营业性客运量,2023-05-04,A,https://www.news.cn/fortune/2023-05/04/c_1129588677.htm,日均188.2万较2022日均+508.0%,5,官方营业性(不含自驾),较2022,5天,增长率,2023-05-11,
交通,五一高速公路小客车流量,27789.25,万辆次,交通运输部（新华社转引）,五一假期全国营业性客运量,2023-05-04,A,https://www.news.cn/fortune/2023-05/04/c_1129588677.htm,日均5557.85万较2022日均+121.91%,5,官方营业性(不含自驾),较2022,5天,增长率,2023-05-11,
交通,五一高速免费通行时段,4.29 0:00-5.3 24:00,,交通运输部（新华社转引）,五一假期小客车免费通行,2023-04-27,A,https://www.gov.cn/lianbo/2023-04/27/content_5753548.htm,七座及以下小客车免费；高速日均流量预计5330-5430万辆较2022+73%-77%,5,官方营业性(不含自驾),较2022,5天,增长率,2023-05-11,预判待回填
酒店,五一酒店平均入住率,69.2,%,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,平均房价229.1元RevPAR158.5元同比+184%,5,平台自披露,同比,5天,增长率,2023-05-11,
酒店,五一酒店平均房价ADR,229.1,元,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,RevPAR158.5元,5,平台自披露,无(水平值),5天,水平值,2023-05-11,
酒店,五一酒店平均单房收益RevPAR,158.5,元,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,同比+184%,5,平台自披露,同比,5天,增长率,2023-05-11,
酒店,五一民宿平均入住率,65.7,%,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,平均房价499.4元RevPAR328.1元同比+207%,5,平台自披露,同比,5天,增长率,2023-05-11,
酒店,五一民宿平均单房收益RevPAR,328.1,元,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,同比+207%,5,平台自披露,同比,5天,增长率,2023-05-11,
酒店,旅智科技最热门目的地城市前二,三亚/厦门,,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,北上广深为出发城市前四,5,平台自披露,无(水平值),5天,水平值,2023-05-11,
酒店,五一住宿客群00后占比,28,%,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,银发一族占比亦上升,5,平台自披露,无(水平值),5天,水平值,2023-05-11,
酒店,五一携程为最大订单来源渠道占比,30,%+（间夜与销售额）,旅智科技,2023五一中国住宿业经营报告,2023-05-11,C,https://max.book118.com/html/2023/0513/7046113131005105.shtm,直客降15%为第二,5,平台自披露,无(水平值),5天,水平值,2023-05-11,
政策宏观,五一全国重点零售和餐饮企业销售额同比,18.9,%,商务部（央广网转引）,五一假期消费氛围浓厚,2023-05-03,A,https://news.cnr.cn/native/gd/20230503/t20230503_526239243.shtml,商务大数据监测,5,官方总量,同比,5天,水平值,2023-05-11,
政策宏观,五一重点监测餐饮企业销售额同比,57.9,%,商务部,2023年5月消费市场情况,2023-06,A,https://www.mofcom.gov.cn/xwfb/sjfzrfb/art/2023/art_33135c8a2eb84cd3ae74e32c0f8b1914.html,五一假期效应带动,5,官方重点监测,同比,5天,水平值,2023-05-11,
政策宏观,全国示范步行街客流量/营业额同比,121.4/87.6,%,商务部,五一假期消费氛围浓厚,2023-05-03,A,https://news.cnr.cn/native/gd/20230503/t20230503_526239243.shtml,客流/营业额,5,官方总量,同比,5天,复合值,2023-05-11,
政策宏观,五一金银珠宝/服装/化妆品/烟酒销售额同比,22.8/18.4/16.5/15.1,%,商务部,五一假期消费氛围浓厚,2023-05-03,A,https://news.cnr.cn/native/gd/20230503/t20230503_526239243.shtml,石油+24.4%汽车+20.9%通信+20.1%家电+13.9%,5,官方总量,同比,5天,复合值,2023-05-11,
