主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
交通出行,全社会跨区域人员流动量,151712.8,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,跨区域人员流动量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部(中国政府网/新华社转引),五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均30342.56万；同比+3.49%（央视另报15.25亿+4%，双口径并列，以交通运输部实测15.17亿为准）
交通出行,公路人员流动量,139172,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,公路人员流动量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部,五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,同比+3.51%；其中非营业性小客车119287万(+2.57%)、营业性19885万(+9.53%)
交通出行,国铁集团假期运输累计发送旅客(4/29-5/6),1.17,亿人次,亿人次,2026-04-29 至 2026-05-06,8天,8天口径,铁路客运量,官方跨区域(含自驾),实际,累计(窗口内),5,水平值,2026-08-23,空,国铁集团(人民网转引),2026年五一铁路运输,2026-05-07,A,https://finance.people.com.cn/BIG5/n1/2026/0507/c1004-40714953.html,8天运输窗口；5月1日峰值约2400万；12306累计售票8302万张
交通出行,民航客运量,1054,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,民航客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,已回填(预测1175万),交通运输部,五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均210.8万；同比-5.74%（节前预测1175万，实测-10.3%，已回填核验）
交通出行,民航航班正常率,97.2,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,民航客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,民航局(人民网转引),五一交通出行,2026-05-07,A,https://finance.people.com.cn/BIG5/n1/2026/0507/c1004-40714953.html,较去年同期提高7.2个百分点，运行效率提升
交通出行,水路客运量,849.2,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,水路客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部,五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均169.84万；同比-1.37%
交通出行,铁路客运量,10637.7,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,铁路客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部(中国政府网转引),五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均2127.54万；同比+4.6%
交通出行,高速公路日均车流量(节前预测),6400,万辆次,辆次,2026-05-01 至 2026-05-05,5天,5天口径,高速公路车流量,官方跨区域(含自驾),预计,同比,5,增长率,2026-08-23,预判待回填,交通运输部(央广网转引),五一出行预测,2026-04-29,D,https://china.cnr.cn/news/20260429/t20260429_527605098.shtml,节前预测日均；新能源车约1540万(同比+33%)、首日7000万辆次创新高；实测总量交通运输部未单列高速公路分项
平台渠道,众信旅游国内产品预订,+168,%,百分比,2026-04-20 至 2026-05-05,假期前预订,5天口径,平台GMV,平台自披露,实际,无(水平值),5,水平值,2026-08-23,空,众信旅游,五一预订数据,2026-04-20,C,https://travel.gmw.cn/2026-04/20/content_38719445.htm,假期前预订口径(4/20)；预计接待破2万人次
平台渠道,"出境游订单(某聚合分析,弱溯源)",约-23,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,弱溯源,实际,同比,5,增长率,2026-08-23,空,某聚合分析(弱溯源),五一趋势分析,2026-05,D,https://ren.cz001.com.cn/index.php?c=Wap&m=detail&id=186557,弱溯源：与飞猪/同程/途牛等多家主流平台(长线出境+50%至翻倍)冲突，仅并列说明，不采为主口径
平台渠道,去哪儿多城串游酒店订单,+118,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,去哪儿,五一旅行报告,2026-04-30,C,https://finance.sina.com.cn/jjxw/2026-04-30/doc-inhwhraa6227413.shtml,国内自驾游+近六成
平台渠道,去哪儿小城酒店预订(定安/泸州/中山),+8.7/+5.3/+4.3倍,倍,复合,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,无(水平值),5,复合,2026-08-23,空,去哪儿,五一出游报告,2026-05,C,https://tidenews.com.cn/news.html?id=3437033,平台自身口径
平台渠道,抖音酒店宾馆团购销售额,+86,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,抖音生活服务,五一消费观察,2026-05-06,C,http://mrdx.cn/h5/mrdx/content/20260506/Articel01001NR.htm,平台自身口径
平台渠道,携程深度文化游人次,+52.3,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,携程,五一报告,2026-05,C,http://m.xfrb.com.cn/article/focus/11365971944237.html,平台自身口径
平台渠道,淘宝天猫XR设备/AI机器人销售额,+400%/+100,%,复合,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,无(水平值),5,复合,2026-08-23,空,淘宝天猫,五一消费数据,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,运动相机+400%、移动电源+70%
平台渠道,美团洛阳景区订单量,+35,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,美团,五一消费观察,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,20-30岁占比近一半
平台渠道,途牛境内打包旅游产品,+10,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,途牛,五一消费趋势报告,2026-04,C,https://travel.gmw.cn/2026-04/20/content_38719445.htm,自驾游+50%、自由行+近20%
平台渠道,飞猪/小红书AI出行咨询量,+56,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,飞猪/小红书,五一出行趋势报告,2026-05,C,https://epaper.stcn.com/con/202605/06/content_2921965.html,美团AI管家查询+89%
平台渠道,飞猪乐园/名人故居门票预订,+约50,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,飞猪,五一出行报告,2026-05,C,https://tidenews.com.cn/news.html?id=3437033,平台自身口径
平台渠道,飞猪出境一日及多日游商品,+50,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,飞猪/小红书,五一出行趋势报告,2026-05,C,https://epaper.stcn.com/con/202605/06/content_2921965.html,平台自身口径
总体,五一档电影票房,7.58,亿元,亿元,2026-05-01 至 2026-05-05,5天,5天口径,电影票房,官方总量,实际,同比,5,增长率,2026-08-23,空,国家电影局(央视网转引),“电影+”新观察,2026-05-07,A,https://news.cctv.com/2026/05/07/ARTIgb2BANbInuXIIXLxp2ES260507.shtml,观影2084.19万(+10.23%)；均价36.3元(-8%)；放映237.6万场
总体,人均每次旅游消费(测算),570.44,元,人均trip,2026-05-01 至 2026-05-05,5天,5天口径,旅游总花费,测算,推算,同比,5,水平值,2026-08-23,测算待核,AI测算(总花费/出游人次),内部测算,2026-08-23,D,https://www.mct.gov.cn/preview/whzx/whyw/202605/t20260506_965708.htm,1854.92亿÷3.25亿；较2025(574.10元)约-0.64%，人均消费见顶回落
总体,入境游客,243,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,入境游客,官方总量,实际,同比,5,增长率,2026-08-23,空,中国旅游研究院(央视网转引),假日经济报道,2026-05-08,A,https://news.cctv.cn/2026/05/08/ARTIYnytQVzROQDAXgEYWqL3260508.shtml,同比+7.4%
总体,国内出游人次,3.25,亿人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,旅游总花费,官方总量,实际,同比,5,水平值,2026-08-23,空,文化和旅游部,2026年“五一”假期文化和旅游市场情况,2026-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202605/t20260506_965708.htm,同比+3.6%
总体,国内出游总花费,1854.92,亿元,亿元,2026-05-01 至 2026-05-05,5天,5天口径,旅游总花费,官方总量,实际,同比,5,水平值,2026-08-23,空,文化和旅游部,2026年“五一”假期文化和旅游市场情况,2026-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202605/t20260506_965708.htm,同比+2.9%
总体,国家级夜间文旅消费集聚区客流量,8041.37,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,旅游总花费,官方总量,实际,同比,5,增长率,2026-08-23,空,文化和旅游部,2026年“五一”假期文化和旅游市场情况,2026-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202605/t20260506_965708.htm,同比+6.44%
总体,群众文化活动场次/惠及,4.94万场/8800万,场/人次,复合,2026-05-01 至 2026-05-05,5天,5天口径,群众文化,官方总量,实际,无(水平值),5,复合,2026-08-23,空,文化和旅游部,2026年“五一”假期文化和旅游市场情况,2026-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202605/t20260506_965708.htm,惠民文化活动
总体,营业性演出场次/票房,3.20万场/24.76亿,场/亿元,复合,2026-05-01 至 2026-05-05,5天,5天口径,营业性演出,官方总量,实际,同比,5,复合,2026-08-23,空,文化和旅游部,2026年“五一”假期文化和旅游市场情况,2026-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202605/t20260506_965708.htm,票房同比+14.66%
新消费,县域游/奔县游,增长显著,-,定性,2026-05-01 至 2026-05-05,5天,5天口径,新消费,平台自披露,实际,无(水平值),5,定性,2026-08-23,空,人民日报/人民网,五一消费向新向优,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,福建平潭、浙江安吉等案例
