主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
总体,国内出游人次,3.14,亿人次,文化和旅游部,2025年五一假期文化和旅游市场情况,2025-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202505/t20250506_959793.htm,同比+6.4%,5,官方总量,同比,5天,增长率,2025-05-09,
总体,国内出游总花费,1802.69,亿元,文化和旅游部,2025年五一假期文化和旅游市场情况,2025-05-06,A,https://www.mct.gov.cn/preview/whzx/whyw/202505/t20250506_959793.htm,同比+8.0%,5,官方总量,同比,5天,增长率,2025-05-09,
交通,铁路发送旅客,1.51,亿人次,国家铁路集团,五一铁路客运,2025-05,A,https://www.gov.cn/yaowen/liebiao/202505/content_7022797.htm,同比+10.6%,5,官方跨区域(含自驾),同比,5天,增长率,2025-05-09,
交通,铁路单日峰值(5月1日),2311.9,万人次,国家铁路集团,五一铁路客运,2025-05,A,https://www.gov.cn/yaowen/liebiao/202505/content_7022797.htm,,5,官方跨区域(含自驾),无(水平值),5天,水平值,2025-05-09,
交通,跨区域人员流动量,14.65,亿人次,交通运输部,五一交通数据,2025-05,A,https://so.html5.qq.com/page/real/search_news?docid=70000021_1766819de6905852,同比+7.9%,5,官方跨区域(含自驾),同比,5天,增长率,2025-05-09,
交通,民航客运量,1115,万人次,交通运输部/民航局,五一交通数据,2025-05,A,https://so.html5.qq.com/page/real/search_news?docid=70000021_1766819de6905852,同比+11.8%,5,官方跨区域(含自驾),同比,5天,增长率,2025-05-09,
政策宏观,重点零售和餐饮企业销售额同比,+6.3,%,商务部,五一消费数据,2025-05,A,https://m.linkshop.com/article/news/531622,重点监测企业,5,官方重点监测,同比,5天,水平值,2025-05-09,
政策宏观,餐饮企业营业额同比,+8.7,%,商务部,五一消费数据,2025-05,A,https://m.linkshop.com/article/news/531622,,5,官方总量,同比,5天,水平值,2025-05-09,
游客画像,银联/网联支付交易笔数,234.39,亿笔,中国人民银行,五一支付数据,2025-05-06,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/lianbo/bumen/202505/content_7022638.htm,同比+20.49%,5,官方总量,同比,5天,增长率,2025-05-09,
游客画像,银联/网联支付交易金额,7.64,万亿元,中国人民银行,五一支付数据,2025-05-06,A,https://big5.www.gov.cn/gate/big5/www.gov.cn/lianbo/bumen/202505/content_7022638.htm,同比+3.21%,5,官方总量,同比,5天,增长率,2025-05-09,
平台,携程入境游订单同比,+130,%,携程,2025五一旅行数据报告,2025-05-06,C,http://www.js.xinhuanet.com/20250506/6b4722da6a444a158e9bbe80cdb6ae0c/c.html,,5,平台自披露,同比,5天,水平值,2025-05-09,
平台,携程出境游订单同比,+20,%,携程,2025五一旅行数据报告,2025-05-06,C,http://www.js.xinhuanet.com/20250506/6b4722da6a444a158e9bbe80cdb6ae0c/c.html,约两成,5,平台自披露,同比,5天,水平值,2025-05-09,
景区,重庆弹子石老街前三天接待游客,19,万人次,重庆市南岸区（央视网转引）,五一假期数据,2025-05-06,B,https://www.cs.com.cn/xwzx/hg/202505/t20250506_6489619.html,同比+57.66%,5,官方总量,同比,5天,增长率,2025-05-09,
酒店,美团酒店住宿消费同比,+14.9,%,美团（中证网转引）,五一消费数据,2025-05-06,C,https://www.cs.com.cn/xwzx/hg/202505/t20250506_6489619.html,酒店预订创历史峰值,5,平台自披露,同比,5天,水平值,2025-05-09,
目的地,北京接待入境游客,10.4,万人次,北京市文化和旅游局,五一北京文旅数据,2025-05-09,A,https://www.peoplecen.com/html/2025/chany_0509/19081.html,同比+42.4%,5,官方总量,同比,5天,增长率,2025-05-09,
目的地,北京入境旅游花费,11.3,亿元,北京市文化和旅游局,五一北京文旅数据,2025-05-09,A,https://www.peoplecen.com/html/2025/chany_0509/19081.html,同比+48.0%,5,官方总量,同比,5天,增长率,2025-05-09,
目的地,深圳接待入境游客,138.71,万人次,深圳市文化和旅游局,五一深圳文旅数据,2025-05-09,A,https://www.peoplecen.com/html/2025/chany_0509/19081.html,同比+93.5%,5,待核,同比,5天,增长率,2025-05-09,
旅行社,携程邮轮预订同比,+120,%,携程（证券日报转引）,2025五一旅行数据报告,2025-05-06,C,https://www.stcn.com/article/detail/1765346.html,邮轮游强势回归,5,平台自披露,同比,5天,水平值,2025-05-09,
旅行社,携程人均租车消费同比,+24,%,携程（证券日报转引）,2025五一旅行数据报告,2025-05-06,C,https://www.stcn.com/article/detail/1765346.html,,5,平台自披露,同比,5天,水平值,2025-05-09,
热门新消费,非遗主题游景区门票预订同比,+132,%,携程（新华网转引）,2025五一旅行数据报告,2025-05-06,C,http://www.js.xinhuanet.com/20250506/6b4722da6a444a158e9bbe80cdb6ae0c/c.html,国潮文化深度渗透，乡村游+近两成,5,平台自披露,同比,5天,水平值,2025-05-09,
