主题,数据点,数值,单位,来源机构,报告/资料名,发布时间,可信度等级,URL,备注,假期天数,口径类型,基期,统计窗口,数值类型,采集日期,缺口标记
总体,中秋国庆8天国内旅游出游人数,8.26,亿人次,文化和旅游部,假期文化和旅游市场情况,2023-10-06,A,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,同比+71.3%/较2019+4.1%,8,官方总量,较2019,8天 (含中秋),增长率,2023-10-20,
总体,中秋国庆8天国内旅游收入,7534.3,亿元,文化和旅游部,假期文化和旅游市场情况,2023-10-06,A,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,同比+129.5%/较2019+1.5%,8,官方总量,较2019,8天 (含中秋),增长率,2023-10-20,
总体,出游人数较2019增幅(可比口径),4.1,%,文化和旅游部,假期文化和旅游市场情况,2023-10-06,A,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,,8,官方总量,较2019,8天 (含中秋),水平值,2023-10-20,
总体,旅游收入较2019增幅(可比口径),1.5,%,文化和旅游部,假期文化和旅游市场情况,2023-10-06,A,https://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,,8,官方总量,较2019,8天 (含中秋),水平值,2023-10-20,
总体,人均旅游消费支出(测算:7534.3亿/8.26亿),912,元,媒体测算(中新经纬),假日消费报道,2023-10-08,D,https://www.jwview.com/jingwei/10-08/560969.shtml,测算值；较2019国庆831元+近10%,8,测算,较2019,8天 (含中秋),增长率,2023-10-20,
总体,243个国家级夜间文旅消费集聚区夜间客流量,1.12,亿人次,中国联通(中国政府网转引),中国政府网/文旅部,2023-10-06,A,https://www.gov.cn/lianbo/bumen/202310/content_6907586.htm,每夜5.76万；较2022国庆+68.7%,8,官方总量,较2022,8天 (含中秋),增长率,2023-10-20,
游客画像,国内游订单年龄主力(长线游为主),24-33,岁,证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,上班白领群体,8,待核,无(水平值),8天 (含中秋),水平值,2023-10-20,
游客画像,90后占出境游订单比例,约30,%,携程,十一游武汉/总结报告,2023-10-08,C,https://district.ce.cn/newarea/roll/202310/08/t20231008_38739730.shtml,90后占比近三成,8,平台自披露,无(水平值),8天 (含中秋),水平值,2023-10-20,
游客画像,乡村旅游人群中90后占比,30,%,携程,十一游武汉/总结报告,2023-10-08,C,https://district.ce.cn/newarea/roll/202310/08/t20231008_38739730.shtml,增长最快人群,8,平台自披露,无(水平值),8天 (含中秋),增长率,2023-10-20,
景区,浙江全省接待游客,4372.4,万人次,浙江省文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,创历史同期新高；收入486.4亿,8,待核,无(水平值),8天 (含中秋),水平值,2023-10-20,
景区,浙江全省旅游收入,486.4,亿元,浙江省文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,人均消费1113元,8,待核,无(水平值),8天 (含中秋),水平值,2023-10-20,
景区,新疆接待游客,1511.08,万人次,新疆自治区文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,较2019+9.61%,8,待核,较2019,8天 (含中秋),增长率,2023-10-20,
景区,新疆旅游收入,209.11,亿元,新疆自治区文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,较2019+7.86%,8,待核,较2019,8天 (含中秋),增长率,2023-10-20,
景区,内蒙古接待国内游客,2306.01,万人次,内蒙古自治区文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,较2019 1.35倍,8,待核,较2019,8天 (含中秋),增长率,2023-10-20,
景区,内蒙古旅游收入,158.48,亿元,内蒙古自治区文化和旅游厅,多地晒长假成绩单(中新网),2023-10-08,A,https://m.chinanews.com/wap/detail/cht/zw/10090478.shtml,较2019 1.18倍,8,待核,较2019,8天 (含中秋),增长率,2023-10-20,
景区,北京接待游客,1187.9,万人次,北京市文化和旅游局,商务部促消费/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIpXfWQ6ppmNovwC5lOXsG231007.shtml,同比+48.9%,8,官方总量,同比,8天 (含中秋),增长率,2023-10-20,
景区,北京旅游总收入,155.7,亿元,北京市文化和旅游局,商务部促消费/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIpXfWQ6ppmNovwC5lOXsG231007.shtml,同比+108.2%,8,官方总量,同比,8天 (含中秋),增长率,2023-10-20,
景区,北京市属公园及园林博物馆游客量,459.12,万人次,北京市公园管理中心,商务部促消费/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIpXfWQ6ppmNovwC5lOXsG231007.shtml,前三:颐和园101.27万/天坛95.55万/动物园55.91万,8,官方总量,无(水平值),8天 (含中秋),水平值,2023-10-20,
景区,上海线上线下消费支付金额,760,亿元,上海市商务委员会,商务部促消费/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIpXfWQ6ppmNovwC5lOXsG231007.shtml,线下449.2亿/线上313.9亿,8,官方总量,无(水平值),8天 (含中秋),水平值,2023-10-20,
景区,携程国内热门目的地Top10,北京上海成都广州重庆杭州南京西安武汉深圳,定性,携程,中秋国庆旅游总结报告,2023-10-06,C,https://www.ourjiangsu.com/a/20231007/1696684029926.shtml,,8,平台自披露,无(水平值),8天 (含中秋),水平值,2023-10-20,
酒店,国内热门城市酒店预订量较2019同期增长,514,%,去哪儿/证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,截至9.15 同比2019+514%,8,平台自披露,较2019,8天 (含中秋),增长率,2023-10-20,
酒店,杭州酒店预订量同比增长(9.23-10.8),480,%,携程/证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,杭州+4.8倍,8,平台自披露,同比,8天 (含中秋),增长率,2023-10-20,
酒店,北京酒店预订量同比增长,540,%,携程/证券时报,8天超长假期来了,2023-09,C,https://stcn.com/article/detail/983244.html,北京+5.4倍,8,平台自披露,同比,8天 (含中秋),增长率,2023-10-20,
酒店,国庆假期国内机票人均客单价,1293,元,携程,车票抢光酒店猛涨,2023-09,C,https://www.toutiao.com/article/7278698804420444727/,较暑期+两成,8,平台自披露,无(水平值),8天 (含中秋),水平值,2023-10-20,
酒店,杭州酒店预订量同比增长(携程口径),800,%,携程,加长版黄金周/央视,2023-09-27,C,https://jingji.cctv.cn/2023/09/27/ARTIgoVDGX50S1NM0TeKRJMb230927.shtml,同比+8倍,8,平台自披露,同比,8天 (含中秋),增长率,2023-10-20,
平台,携程国内旅游订单同比增长,近200,%,携程,中秋国庆旅游总结报告,2023-10-06,C,https://www.ourjiangsu.com/a/20231007/1696684029926.shtml,近2倍,8,平台自披露,同比,8天 (含中秋),增长率,2023-10-20,
平台,携程出境游订单同比增长,800,%,携程,中秋国庆旅游总结报告,2023-10-06,C,https://www.toutiao.com/article/7286831525214323215/,超8倍,8,平台自披露,同比,8天 (含中秋),增长率,2023-10-20,
平台,飞猪国内游产品预订量同比增长,近600,%,飞猪,国庆节假期出游风向标,2023-09-13,C,https://jingji.cctv.cn/2023/09/27/ARTIgoVDGX50S1NM0TeKRJMb230927.shtml,近6倍,8,平台自披露,同比,8天 (含中秋),增长率,2023-10-20,
平台,飞猪出境游产品预订量同比增长,2000,%,飞猪,国庆节假期出游风向标,2023-09-13,C,https://jingji.cctv.cn/2023/09/27/ARTIgoVDGX50S1NM0TeKRJMb230927.shtml,超20倍,8,平台自披露,同比,8天 (含中秋),增长率,2023-10-20,
平台,飞猪国内租车预订量较2019,460,%,飞猪,21世纪经济报道,2023-10-06,C,https://www.toutiao.com/article/7286831525214323215/,超4.6倍,8,平台自披露,较2019,8天 (含中秋),增长率,2023-10-20,
平台,同程博物馆旅游热度环比,400,%,同程旅行,中国网旅游,2023-10-07,C,https://travel.china.com.cn/txt/2023-10/07/content_116728198.shtml,环比+4倍,8,平台自披露,环比,8天 (含中秋),增长率,2023-10-20,
平台,携程跨省游订单占比/同比增长,51/200,%/%,携程,21世纪经济报道,2023-10-06,C,https://www.toutiao.com/article/7286831525214323215/,占比51%；同比+2倍多,8,平台自披露,同比,8天 (含中秋),复合值,2023-10-20,
交通,全国跨区域人员流动量(8天),22.04,亿人次,交通运输部,新华社/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIBaAkBJY1j2L6nKgMZIqK231007.shtml,,8,官方营业性(不含自驾),无(水平值),8天 (含中秋),水平值,2023-10-20,
交通,营业性旅客运输总量,4.58,亿人次,交通运输部,新华社/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIBaAkBJY1j2L6nKgMZIqK231007.shtml,日均5727.7万；较2022+57.1%,8,官方营业性(不含自驾),较2022,8天 (含中秋),增长率,2023-10-20,
交通,铁路发送旅客（8天 交通运输部口径）,1.41,亿人次,交通运输部,新华社/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIBaAkBJY1j2L6nKgMZIqK231007.shtml,日均1763.6万；较2022+158%,8,官方营业性(不含自驾),较2022,8天 (含中秋),增长率,2023-10-20,
交通,公路发送旅客,2.9,亿人次,交通运输部,新华社/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIBaAkBJY1j2L6nKgMZIqK231007.shtml,日均3623.2万；较2022+28.1%,8,官方营业性(不含自驾),较2022,8天 (含中秋),增长率,2023-10-20,
交通,水路发送旅客,1018.1,万人次,交通运输部,新华社/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIBaAkBJY1j2L6nKgMZIqK231007.shtml,日均127.3万；较2022+106.1%,8,官方营业性(不含自驾),较2022,8天 (含中秋),增长率,2023-10-20,
交通,民航发送旅客(8天),1708.5,万人次,交通运输部/民航局,新华社/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIBaAkBJY1j2L6nKgMZIqK231007.shtml,日均213.6万；较2022+195%,8,官方营业性(不含自驾),较2022,8天 (含中秋),增长率,2023-10-20,
交通,全国高速公路流量,4.83,亿辆次,交通运输部,新华社/央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIBaAkBJY1j2L6nKgMZIqK231007.shtml,日均6043万辆次,8,官方营业性(不含自驾),无(水平值),8天 (含中秋),水平值,2023-10-20,
交通,国铁集团9.27-10.6发送旅客(10天口径),1.69,亿人次,国铁集团,假日消费火爆/中新经纬,2023-10-08,A,https://www.jwview.com/jingwei/10-08/560969.shtml,9.29单日2009.8万创历史新高,8,官方营业性(不含自驾),无(水平值),8天 (含中秋),水平值,2023-10-20,
交通,民航较2019国庆日均增长,12.6,%,民航局,假日消费火爆/中新经纬,2023-10-08,A,https://www.jwview.com/jingwei/10-08/560969.shtml,较2022+194.9%,8,官方营业性(不含自驾),较2019,8天 (含中秋),增长率,2023-10-20,
政策宏观,国务院办公厅旅游消费潜力措施条数,30,条,国务院办公厅,关于释放旅游消费潜力推动旅游业高质量发展的若干措施,2023-09-29,A,https://www.jwview.com/jingwei/10-08/560969.shtml,五大方面30条,8,待核,无(水平值),8天 (含中秋),水平值,2023-10-20,
政策宏观,商务部假期前7天重点监测零售餐饮销售额同比,9,%,商务部,央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIpXfWQ6ppmNovwC5lOXsG231007.shtml,,8,官方重点监测,同比,8天 (含中秋),水平值,2023-10-20,
政策宏观,36个大中城市重点商圈客流量同比,164,%,商务部,央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIpXfWQ6ppmNovwC5lOXsG231007.shtml,,8,官方总量,同比,8天 (含中秋),水平值,2023-10-20,
政策宏观,全国示范步行街客流量同比,94.7,%,商务部,央视网,2023-10-07,A,https://news.cctv.com/2023/10/07/ARTIpXfWQ6ppmNovwC5lOXsG231007.shtml,,8,官方总量,同比,8天 (含中秋),水平值,2023-10-20,
热门新消费,全国营业性演出场次(假期),44237,场,中国演出行业协会,中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,较2019+48.95%,8,行业协会计,较2019,8天 (含中秋),增长率,2023-10-20,
热门新消费,全国营业性演出票房收入,20.05,亿元,中国演出行业协会,中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,较2019+82.60%,8,行业协会计,较2019,8天 (含中秋),增长率,2023-10-20,
热门新消费,全国营业性演出观众人数,1180.35,万人次,中国演出行业协会,中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,较2019+61.06%,8,行业协会计,较2019,8天 (含中秋),增长率,2023-10-20,
热门新消费,杭州因亚运旅游订单同比增长,279,%,杭州市文化广电旅游局(中消协转引),中消协双节消费维权报告,2023-10-20,C,https://www.cnr.cn/food/jdt/20231020/t20231020_526458079.shtml,亚运经济入选,8,官方总量,同比,8天 (含中秋),水平值,2023-10-20,
热门新消费,国庆假期全国音乐节场次,60,场,业内统计(中国网旅游),双节成绩单,2023-10-07,C,https://travel.china.com.cn/txt/2023-10/07/content_116728198.shtml,不完全统计60多场,8,待核,无(水平值),8天 (含中秋),水平值,2023-10-20,
热门新消费,携程City walk搜索量同比增长,700,%,携程,多地晒长假成绩单(中新网),2023-10-08,C,https://news.hubeidaily.net/pc/c_1853757.html,City walk入选,8,平台自披露,同比,8天 (含中秋),水平值,2023-10-20,
热门新消费,2023国庆档电影票房,27.34,亿元,国家电影局,央视网,2023-10-09,A,https://big5.cctv.com/gate/big5/news.cctv.cn/2023/10/09/ARTIZbBHNKbOzhQ6i2V1cwx9231009.shtml,观影6510万人次,8,官方总量,无(水平值),8天 (含中秋),水平值,2023-10-20,
